ID,trt,ID Order,genotype,species,block,year,harvest_date,pd_mpa,pd_pot,md_mpa,md_pot,figure,pd_pot_als,sm_wet_top,sm_wet_bot,sm_dry_top,sm_dry_bot,GWC_top,GWC_bottom,stem_diam,canopy_biomass,dry_root_bag,bag_tare,root_biomass,root_g,exud_time,exud,exud_flow,exud_gg,exud_ro,exud_s,exp,parameter,epson_file,mask_imagej,brown_imagej,perc_white
588155.01.10,Control,120,588155.01,palmata,2,2020,12/15/2020,,6.4,,13.4,,,11.5176,13.0228,,,,,5.16,33.50,20.59900,,,,,,,,,,,,,,,
588155.01.2,Drought,112,588155.01,palmata,3,2020,12/16/2020,,8,,11.2,,,,,,,,,4.30,8.70,26.17690,,,,,,,,,,,,,,,
588155.01.3,Drought,113,588155.01,palmata,5,2020,12/18/2020,,6.5,,11.1,,,,,,,0.056,0.057,4.14,7.90,13.78240,,,,,,,,,,,,,,,
588155.01.4,Drought,114,588155.01,palmata,1,2020,12/11/2020,,7.5,,15.5,,,,,,,0.135,0.080,4.13,9.20,19.24150,,,,,,,,,,,,,,,
588155.01.5,Drought,115,588155.01,palmata,4,2020,12/17/2020,,5,,8.8,,,10.0477,11.0878,,,0.163,0.096,5.40,14.30,26.89450,,,,,,,,,,,,,,,
588155.01.6,Control,116,588155.01,palmata,4,2020,12/17/2020,,8,,9.3,,,10.9847,11.1857,,,0.414,0.488,4.90,40.90,23.87760,,,,,,,,,,,,,,,
588155.01.7,Control,117,588155.01,palmata,5,2020,12/18/2020,,8.9,,12.9,,,,,,,0.323,0.478,5.68,43.10,33.08680,,,,,,,,,,,,,,,
588155.01.8,Control,118,588155.01,palmata,1,2020,12/11/2020,,4.7,,14,,,,,,,,0.452,5.69,36.70,27.12750,,,,,,,,,,,,,,,
588155.01.9,Control,119,588155.01,palmata,3,2020,12/16/2020,,6.5,,8.6,,,11.3911,12.0396,,,0.414,0.677,5.40,41.10,34.74560,,,,,,,,,,,,,,,
ANU65.1,Drought,81,ANU65,arizonica,3,2020,12/16/2020,,,,,,,9.3023,9.5316,,,0.050,0.068,6.02,23.80,22.63220,,,,188,0.03188,0.0001695744681,,,,,,,,,
ANU65.10,Control,90,ANU65,arizonica,3,2020,12/16/2020,,6,,11.2,,,10.4881,10.3145,,,,,9.59,74.30,23.79500,,,,60,0.79621,0.01327016667,,,,,,,,,
ANU65.2,Drought,82,ANU65,arizonica,1,2020,12/11/2020,,5.1,,13,,,,,,,0.115,0.166,7.25,20.50,13.81680,,,,,,,,,,,,,,,
ANU65.3,Drought,83,ANU65,arizonica,2,2020,12/15/2020,,6.2,,10,,,10.7281,10.7013,,,0.152,0.128,5.45,26.10,16.75450,,,,,,,,,,,,,,,
ANU65.4,Drought,84,ANU65,arizonica,4,2020,12/17/2020,,7,,10.9,,,10.8737,9.3740,,,,,5.97,16.30,22.08080,,,,,,,,,,,,,,,
ANU65.5,Drought,85,ANU65,arizonica,5,2020,12/18/2020,,15.1,,16,,,,,,,,,5.17,4.20,14.82440,,,,,,,,,,,,,,,
ANU65.6,Control,86,ANU65,arizonica,4,2020,12/17/2020,,14,,12,,,9.4712,10.6366,,,,,7.54,88.10,21.14910,,,,,,,,,,,,,,,
ANU65.7,Control,87,ANU65,arizonica,5,2020,12/18/2020,,18.1,,17.7,,,,,,,,,7.40,87.10,19.23150,,,,,,,,,,,,,,,
ANU65.8,Control,88,ANU65,arizonica,1,2020,12/11/2020,,5.8,,8.5,,,,,,,0.410,0.511,7.30,54.50,14.56530,,,,88,0.23929,0.002719204545,,,,,,,,,
ANU65.9,Control,89,ANU65,arizonica,2,2020,12/15/2020,,8.5,,12.4,,,10.4212,11.4873,,,0.320,0.465,7.13,92.80,25.05830,,,,,,,,,,,,,,,
b40-14.1,Drought,101,b40-14,arizonica,1,2020,12/11/2020,,26,,15.7,,17.43,,,,,0.138,0.118,,24.9,17.66940,7.1611,10.5083,10.5083,,,,,,,,,,,,
b40-14.10,Control,110,b40-14,arizonica,1,2020,12/11/2020,,7,,10.4,B40-10_C_01_10X_BF,10.9,,,,,0.292,0.404,,90.8,19.72250,7.1611,12.5614,,,,,,,,,,B40-10_C_R2_20201214_13053093,1.905,1.23,0.3543307087
b40-14.10,Control,110,b40-14,arizonica,1,2020,12/11/2020,,7,,10.4,B40-10_C_01_10X_BF,10.9,,,,,0.292,0.404,,90.8,19.72250,7.1611,12.5614,12.5614,,,,,,,,,B40-10_C_R1_20201214_13000101,0.175,0.112,0.36
b40-14.2,Drought,102,b40-14,arizonica,2,2020,12/15/2020,,7,,14.5,,,10.7413,9.4755,,,0.127,0.084,4.90,21,13.40175,7.1611,6.2407,6.2407,,,,,,,,,B40-2_D_2_R1_20201220_16573022.tif,1.749,1.397,0.2012578616
b40-14.2,Drought,102,b40-14,arizonica,2,2020,12/15/2020,,7,,14.5,,,10.7413,9.4755,,,0.127,0.084,4.90,21,13.40175,7.1611,6.2407,,,,,,,,,,B40-2_D_2_R2_20201220_17021087.tif,1.042,0.795,0.2370441459
b40-14.2,Drought,102,b40-14,arizonica,2,2020,12/15/2020,,7,,14.5,,,10.7413,9.4755,,,0.127,0.084,4.90,21,13.40175,7.1611,6.2407,,,,,,,,,,B40-2_D_2_R3_20201220_17054647.tif,0.419,0.315,0.2482100239
b40-14.2,Drought,102,b40-14,arizonica,2,2020,12/15/2020,,7,,14.5,,,10.7413,9.4755,,,0.127,0.084,4.90,21,13.40175,7.1611,6.2407,,,,,,,,,,B40-2_D_2_R3_20201220_17054647.tif,0.313,0.221,0.2939297125
b40-14.2,Drought,102,b40-14,arizonica,2,2020,12/15/2020,,7,,14.5,,,10.7413,9.4755,,,0.127,0.084,4.90,21,13.40175,7.1611,6.2407,,,,,,,,,,,,,
b40-14.3,Drought,103,b40-14,arizonica,3,2020,12/16/2020,,6,,11.2,b40-3_D_ALS,14.1,11.0462,10.1393,,,0.091,0.069,5.18,33.1,14.05343,7.1611,6.8924,,164,0.03777,0.000230304878,0.005479971456,,,,,B40-3_D_3_R2_20201222_12512463.tif,0.788,0.616,0.2182741117
b40-14.3,Drought,103,b40-14,arizonica,3,2020,12/16/2020,,6,,11.2,b40-3_D_ALS,14.1,11.0462,10.1393,,,0.091,0.069,5.18,33.1,14.05343,7.1611,6.8924,6.8924,164,0.03777,0.000230304878,0.005479971456,,,,,B40-3_D_3_R1_20201222_12464388.tif,0.489,0.343,0.2985685072
b40-14.3,Drought,103,b40-14,arizonica,3,2020,12/16/2020,,6,,11.2,b40-3_D_ALS,14.1,11.0462,10.1393,,,0.091,0.069,5.18,33.1,14.05343,7.1611,6.8924,,164,0.03777,0.000230304878,0.005479971456,,,,,B40-3_D_3_R3_20201222_12560367.tif,1.19,0.799,0.3285714286
b40-14.3,Drought,103,b40-14,arizonica,3,2020,12/16/2020,,6,,11.2,b40-3_D_ALS,14.1,11.0462,10.1393,,,0.091,0.069,5.18,33.1,14.05343,7.1611,6.8924,,164,0.03777,0.000230304878,0.005479971456,,,,,B40-3_D_3_R4_20201222_12592045.tif,0.684,0.414,0.3947368421
b40-14.4,Drought,104,b40-14,arizonica,5,2020,12/18/2020,,18.1,,17.7,,,,,,,0.289,0.120,5.00,16,19.94402,12.7141,7.2299,7.2299,,,,,,,,,,,,
b40-14.5,Drought,105,b40-14,arizonica,4,2020,12/17/2020,,11,,14.6,B40-5_D_02_10X_BF,14.8,9.4302,9.2678,,,0.105,0.050,5.27,23.8,12.45229,7.1611,5.2912,5.2912,,,,,,,,,,,,
b40-14.6,Control,106,b40-14,arizonica,2,2020,12/15/2020,,6.4,,13.4,,10,10.6457,10.6051,,,0.274,0.391,7.09,98.5,22.16038,12.7141,9.4463,9.4463,,,,,,,,,,,,
b40-14.7,Control,107,b40-14,arizonica,4,2020,12/17/2020,,10.8,,16.2,,,12.6046,13.9099,,,,,6.26,100.5,17.19169,7.1611,10.0306,,,,,,,,,,B40-7_C_B4_R2_20201223_13484921.tif,1.582,1.06,0.3299620733
b40-14.7,Control,107,b40-14,arizonica,4,2020,12/17/2020,,10.8,,16.2,,,12.6046,13.9099,,,,,6.26,100.5,17.19169,7.1611,10.0306,,,,,,,,,,B40-7_C_B4_R4_20201223_14005060.tif,1.554,0.925,0.4047619048
b40-14.7,Control,107,b40-14,arizonica,4,2020,12/17/2020,,10.8,,16.2,,,12.6046,13.9099,,,,,6.26,100.5,17.19169,7.1611,10.0306,10.0306,,,,,,,,,B40-7_C_B4_R1_20201223_13445800.tif,1.377,0.779,0.4342774147
b40-14.7,Control,107,b40-14,arizonica,4,2020,12/17/2020,,10.8,,16.2,,,12.6046,13.9099,,,,,6.26,100.5,17.19169,7.1611,10.0306,,,,,,,,,,B40-7_C_B4_R3_20201223_13554149.tif,1.332,0.714,0.463963964
b40-14.8,Control,108,b40-14,V. arizonica,5,2020,12/18/2020,,6.4,,9.9,,,,,,,,,6.89000,110.2000,28.9440,12.7141,16.2299,16.2299,,,,,,,,,B40-8_C_B5_R1_20210111_15480199_mask,6.126,3.275,0.4653934052
b40-14.8,Control,108,b40-14,V. arizonica,5,2020,12/18/20,,6.4,,9.9,,,,,,,,,6.89,110.2,28.944,12.7141,16.2299,16.2299,,,,,,,,,B40-8_C_B5_R2_20210111_15500976_mask,23.498,14.119,0.3991403524
b40-14.8,Control,108,b40-14,V. arizonica,5,2020,12/18/2020,,6.4,,9.9,,,,,,,,,6.89000,110.2000,28.9440,12.7141,16.2299,16.2299,,,,,,,,,B40-8_C_B5_R3_20210111_15543572_mask,9.214,5.974,0.3516388105
b40-14.9,Control,109,b40-14,arizonica,3,2020,12/16/2020,,9.5,,8,b40-9_C_ALS,10,,,,,0.236,0.348,7.18,113.6,18.54750,7.1611,11.3864,11.3864,,,,,,,,,B40-9_C_3_R1_20201222_12044337.tif,0.735,0.43,0.4149659864
b40-14.9,Control,109,b40-14,arizonica,3,2020,12/16/2020,,9.5,,8,b40-9_C_ALS,10,,,,,0.236,0.348,7.18,113.6,18.54750,7.1611,11.3864,,,,,,,,,,B40-9_C_3_R2_20201222_12081320.tif,1.127,0.645,0.4276841171
b40-14.9,Control,109,b40-14,arizonica,3,2020,12/16/2020,,9.5,,8,b40-9_C_ALS,10,,,,,0.236,0.348,7.18,113.6,18.54750,7.1611,11.3864,,,,,,,,,,B40-9_C_3_R4_20201222_12203633.tif,1.059,0.506,0.522190746
b40-14.9,Control,109,b40-14,arizonica,3,2020,12/16/2020,,9.5,,8,b40-9_C_ALS,10,,,,,0.236,0.348,7.18,113.6,18.54750,7.1611,11.3864,,,,,,,,,,B40-9_C_3_R3_20201222_12121061.tif,0.713,0.338,0.5259467041
b42-24.1,Drought,232,b42-24,peninsularis,1,2020,12/11/2020,,7.9,,15.4,,10,,,,,0.122,0.085,5.10,37.30,13.87670,,,,,,,,,,,,,,,
b42-24.10,Control,241,b42-24,peninsularis,3,2020,12/16/2020,,,,,,,11.7191,11.7606,,,,,4.47,79.30,17.59020,,,,,,,,,,,,,,,
b42-24.2,Drought,233,b42-24,peninsularis,4,2020,12/17/2020,,8.4,,13.1,,,9.9651,,,,,,3.97,31.40,17.12200,,,,,,,,,,,,,,,
b42-24.3,Drought,234,b42-24,peninsularis,2,2020,12/15/2020,,10.2,,10.4,,,10.9079,11.1268,,,0.131,0.274,4.79,,13.89210,,,,,,,,,,,,,,,
b42-24.4,Drought,235,b42-24,peninsularis,5,2020,12/18/2020,,,,,,,,,,,0.110,0.140,4.315,15.20,13.45480,,,,,,,,,,,,,,,
b42-24.5,Drought,236,b42-24,peninsularis,3,2020,12/16/2020,,,,,,,,,,,,,4.19,42.30,16.12860,,,,,,,,,,,,,,,
b42-24.6,Control,237,b42-24,peninsularis,2,2020,12/15/2020,,8.9,,12.2,,,12.1103,13.1835,,,0.384,0.591,9.68,82.40,14.62870,,,,,,,,,,,,,,,
b42-24.7,Control,238,b42-24,peninsularis,1,2020,12/11/2020,,6.2,,9.5,,,,11.5861,,,0.495,0.454,4.64,45.40,11.03180,,,,137,0.0995,0.0007262773723,,,,,,,,,
b42-24.8,Control,239,b42-24,peninsularis,4,2020,12/17/2020,,11.5,,,,,11.0474,11.7782,,,,,4.91,91.40,15.71320,,,,,,,,,,,,,,,
b42-24.9,Control,240,b42-24,peninsularis,5,2020,12/18/2020,,,,,,,,,,,0.319,,5.05,96.00,27.52520,,,,,,,,,,,,,,,
b42-34.1,Drought,31,b42-34,cinerea,2,2020,12/15/2020,,10.5,,13,,14.3,11.0996,,,,0.170,0.186,4.03,14,11.02480,,,,,,,,,,,,,,,
b42-34.10,Control,40,b42-34,cinerea,3,2020,12/16/2020,,,,,,11.5,11.8458,12.4513,,,,,3.83,58.80,12.21650,,,,,,,,,,,,,,,
b42-34.2,Drought,32,b42-34,cinerea,1,2020,12/11/2020,,11.2,,14,,17.42,,10.0761,,,,,3.77,25.20,13.69620,,,,172,0.00566,0.00003290697674,,,,,,,,,
b42-34.3,Drought,33,b42-34,cinerea,5,2020,12/18/2020,,,,,,,,,,,0.057,0.048,3.49,11.20,10.51760,,,,,,,,,,,,,,,
b42-34.4,Drought,34,b42-34,cinerea,4,2020,12/18/2020,,11.9,,15.4,,14.14,,,,,0.171,,3.78,15.40,14.17490,,,,,,,,,,,,,,,
b42-34.5,Drought,35,b42-34,cinerea,3,2020,12/16/2020,,,,,,12.4,,,,,,,3.41,17.80,15.45670,,,,,,,,,,,,,,,
b42-34.6,Control,36,b42-34,cinerea,1,2020,12/11/2020,,5.8,,11.5,,11.5,,,,,,,3.99,42.10,11.31370,,,,178,0.1244,0.0006988764045,,,,,,,,,
b42-34.7,Control,37,b42-34,cinerea,4,2020,12/17/2020,,4.5,1.106,11.06,,10.6,10.6308,,,,,,4.89,51.30,12.88030,,,,,,,,,,,,,,,
b42-34.8,Control,38,b42-34,cinerea,5,2020,12/18/2020,,,,,,,,,,,0.363,0.472,4.27,23.90,12.52450,,,,,,,,,,,,,,,
b42-34.9,Control,39,b42-34,cinerea,2,2020,12/15/2020,,8.9,,11.6,,10.9,11.0968,13.6790,,,0.511,0.536,4.88,56.80,12.89140,,,,,,,,,,,,,,,
C56-94.1,Drought,161,C56-94,rotundifolia var. munsoniana,3,2020,12/16/2020,,,,,,,,,,,0.191,0.094,4.08,25.4,15.82460,,,,,,,,,,,,,,,
C56-94.10,Control,170,C56-94,rotundifolia var. munsoniana,4,2020,12/17/2020,,6,,14.3,,,10.4221,11.7635,,,0.315,0.459,5.73,62.4,17.15410,,,,,,,,,,,,,,,
C56-94.2,Drought,162,C56-94,rotundifolia var. munsoniana,4,2020,12/18/2020,,9.5,,13.2,,3.01,,,,,0.181,0.161,4.79,18.1,17.3575,,,,,,,,,,,,,,,
C56-94.3,Drought,163,C56-94,rotundifolia var. munsoniana,2,2020,12/15/2020,,8.8,,16.5,,9,,,,,0.285,0.598,5.45,27.3,16.62870,,,,,,,,,,,,,,,
C56-94.4,Drought,164,C56-94,rotundifolia var. munsoniana,5,2020,12/18/2020,,,,,,,,,,,0.067,0.071,4.08,7.9,9.91390,,,,,,,,,,,,,,,
C56-94.5,Drought,165,C56-94,rotundifolia var. munsoniana,1,2020,12/11/2020,,6.4,,11.8,,8.3,,,,,0.264,0.223,5.10,24.1,13.70590,,,,,,,,,,,,,,,
C56-94.6,Control,166,C56-94,rotundifolia var. munsoniana,2,2020,12/15/2020,,5.2,,11.1,,7.8,,13.0169,,,0.437,0.202,5.60,53.7,18.03220,,,,,,,,,,,,,,,
C56-94.7,Control,167,C56-94,rotundifolia var. munsoniana,1,2020,12/11/2020,,7.1,,9.5,,7.3,,,,,0.486,0.618,5.40,53.2,23.02420,,,,173,0.42511,0.002457283237,,,,,,,,,
C56-94.8,Control,168,C56-94,rotundifolia var. munsoniana,3,2020,12/16/2020,,,,,,,,,,,0.471,0.608,5.52,45.8,15.42590,,,,,,,,,,,,,,,
C56-94.9,Control,169,C56-94,rotundifolia var. munsoniana,5,2020,12/18/2020,,,,,,,,,,,,,5.72,52.9,19.93680,,,,,,,,,,,,,,,
CC12.1,Drought,222,CC12,californica,1,2020,12/11/2020,,7.9,,11.6,,,,,,,0.136,0.262,5.6,19.3,16.88260,,,,,,,,,,,,,,,
CC12.10,Control,231,CC12,californica,5,2020,12/18/2020,,,,,,,,,,,0.239,0.354,7.94,65.5,50.24860,,,,,,,,,,,,,,,
CC12.2,Drought,223,CC12,californica,3,2020,12/16/2020,,,,,,,,,,,,,6.14,15.6,34.43880,,,,,,,,,,,,,,,
CC12.3,Drought,224,CC12,californica,2,2020,12/15/2020,,8.3,,13.2,,,10.6111,,,,0.207,0.090,8.28,20.7,17.30660,,,,,,,,,,,,,,,
CC12.4,Drought,225,CC12,californica,4,2020,12/17/2020,,8,,11.2,,,10.8167,11.1885,,,0.091,0.067,6.60,20.3,27.58400,,,,,,,,,,,,,,,
CC12.5,Drought,226,CC12,californica,5,2020,12/18/2020,,,,,,,,,,,0.130,0.050,5.675,9.7,19.26620,,,,,,,,,,,,,,,
CC12.6,Control,227,CC12,californica,3,2020,12/16/2020,,,,,,,11.3788,12.4881,,,0.358,0.525,8.05,76.9,32.17580,,,,,,,,,,,,,,,
CC12.7,Control,228,CC12,californica,4,2020,12/17/2020,,7.4,,14.1,,,10.4900,9.6536,,,,,6.82,69.8,31.92580,,,,,,,,,,,,,,,
CC12.8,Control,229,CC12,californica,2,2020,12/15/2020,,8,,7.4,,,11.0628,10.1099,,,0.380,0.438,8.21,78,71.59620,,,,,,,,,,,,,,,
CC12.9,Control,230,CC12,californica,1,2020,12/11/2020,,4.4,0.5,5,,,,,,,0.237,0.352,6.92,71.4,27.79530,,,,,,,,,,,,,,,
Haines.1,Control,91,Haines,shuttleworthii,1,2020,12/11/2020,,10,,8.8,,,,,,,,,4.62,26.3,10.70390,,,,63,0.06972,0.001106666667,,,,,,,,,
Haines.2,Drought,92,Haines,shuttleworthii,5,2020,12/18/2020,,,,,,,,,,,0.076,0.061,3.28,1.6,8.43960,,,,,,,,,,,,,,,
Haines.3,Drought,93,Haines,shuttleworthii,4,2020,12/17/2020,,7.6,,11.2,,,10.5412,9.8795,,,0.116,0.119,4.34,3.8,9.29190,,,,,,,,,,,,,,,
Haines.6,Control,96,Haines,shuttleworthii,5,2020,12/18/2020,,,,,,,,,,,0.356,0.440,4.40,13.7,8.85590,,,,,,,,,,,,,,,
Haines.7,Drought,97,Haines,shuttleworthii,2,2020,,,,,,,,,,,,0.139,0.208,4.15,3.1,,6.1005,,,,,,,,,,,,,,
Haines.8,Control,98,Haines,shuttleworthii,4,2020,12/17/2020,,4.3,0.72,7.2,,,11.7653,10.7364,,,0.334,0.454,4.82,39.2,31.27670,,,,,,,,,,,,,,,
Haines2.1,Drought,282,Hanes2,shuttleworthii,1,2020,12/11/2020,,6.4,,12.4,,,,,,,0.162,0.168,6.13,2.1,18.50880,,,,,,,,,,,,,,,
Haines2.10,Drought,291,Hanes2,shuttleworthii,2,2020,12/15/2020,,7.7,,14,,,,10.3422,,,0.180,0.152,6.22,11.9,17.54270,,,,,,,,,,,,,,,
Haines2.2,Drought,283,Hanes2,shuttleworthii,2,2020,12/15/2020,,5.9,,9.8,,,11.7220,11.1997,,,0.123,0.149,6.61,18.6,12.06400,,,,,,,,,,,,,,,
Haines2.3,Drought,284,Hanes2,shuttleworthii,5,2020,12/18/2020,,,,,,,,,,,0.046,0.039,6.10,4.2,15.85490,,,,,,,,,,,,,,,
Haines2.4,Control,285,Hanes2,shuttleworthii,4,2020,12/17/2020,,7.1,,14.1,,,10.4161,10.8510,,,0.266,0.451,6.06,74.7,12.18620,,,,,,,,,,,,,,,
Haines2.5,Drought,286,Hanes2,shuttleworthii,3,2020,12/16/2020,,,,,,,10.5551,10.4191,,,0.180,0.137,6.80,25.5,21.74590,,,,,,,,,,,,,,,
Haines2.6,Control,287,Hanes2,shuttleworthii,3,2020,12/16/2020,,,,,,,,,,,0.494,0.384,8.35,100.2,44.42220,,,,163,0.27491,0.001686564417,,,,,,,,,
Haines2.7,Control,288,Hanes2,shuttleworthii,1,2020,12/11/2020,,5.5,,9.2,,,,,,,0.286,0.425,7.80,67.3,22.60020,,,,,,,,,,,,,,,
Haines2.8,Control,289,Hanes2,shuttleworthii,3,2020,12/16/2020,,,,,,,,,,,0.365,0.681,9.00,99.5,18.11990,,,,88,0.98213,0.01116056818,,,,,,,,,
Haines2.9,Control,290,Hanes2,shuttleworthii,2,2020,12/15/2020,,7.8,,11.9,,,8.6343,,,,0.255,0.493,8.46,76.8,21.15280,,,,,,,,,,,,,,,
NY1.1,Drought,41,NY1,riparia,1,2020,12/11/2020,,7.1,,12,,9.1,,,,,,,5.38,10.5,17.97810,,,,,,,,,,,,,,,
NY1.10,Control,50,NY1,riparia,4,2020,12/17/2020,,8.6,,9,,7.5,9.3205,10.1829,,,0.363,0.421,5.71,76.6,23.31810,,,,,,,,,,,,,,,
