"","X","ID","Treatment","ID.Order","Genotype","Species","Block","Date","pd_pot","md_pot","pd_pot_als","harvest_sm","GWC_top","GWC_bottom","stem_diam","canopy_biomass","perc_canopy","dry_root_bag","bag_tare","root_biomass","perc_root","root_g","total_root_length","sys_area","surface_area","srl","srsa","exud_time","exud","exud_flow","exud_gg","exp","species_geno"
"89",238,"T52.1","Drought",121,"T52","V. aestivalis",2,"12/15",8.3,"11.3",6.1,NA,0.278180732,0.423826534,3.79,9.2,0.41,"20.13438",7.1611,12.9733,0.59,12.9733,9455.311361,27635.97779,3429.828292,728.83,"264.38",NA,"",NA,NA,NA,"V. aestivalis_T52"
"90",239,"T52.1","Drought",121,"T52","V. aestivalis",2,"12/15",8.3,"11.3",6.1,NA,0.278180732,0.423826534,3.79,9.2,0.41,"20.13438",7.1611,12.9733,0.59,12.9733,4517.957789,16491.51915,1554.147094,348.25,"119.8",NA,"",NA,NA,NA,"V. aestivalis_T52"
"91",240,"T52.10","Control",130,"T52","V. aestivalis",3,"12/16",9.9,"11.5",5.9,NA,0.428651401,0.51124663,6.28,45.3,0.73,"23.5614",7.1611,16.4003,0.27,16.4003,7976.343595,23804.71616,3132.427595,486.35,"191",NA,"",NA,NA,NA,"V. aestivalis_T52"
"92",241,"T52.10","Control",130,"T52","V. aestivalis",3,"12/16",9.9,"11.5",5.9,NA,0.428651401,0.51124663,6.28,45.3,0.73,"23.5614",7.1611,16.4003,0.27,16.4003,921.198128,2864.022516,424.722818,56.17,"25.9",NA,"",NA,NA,NA,"V. aestivalis_T52"
"93",242,"T52.10","Control",130,"T52","V. aestivalis",3,"12/16",9.9,"11.5",5.9,NA,0.428651401,0.51124663,6.28,45.3,0.73,"23.5614",7.1611,16.4003,0.27,16.4003,14618.12736,50785.00994,5128.117726,891.33,"312.68",NA,"",NA,NA,NA,"V. aestivalis_T52"
"94",243,"T52.2","Drought",122,"T52","V. aestivalis",5,"12/18",6.8,"15.5",NA,NA,0.162277885,0.086248461,3.57,5.4,0.26,"27.86",12.7141,15.1459,0.74,NA,8978.848924,20996.78085,4085.98769,NA,"",NA,"",NA,NA,NA,"V. aestivalis_T52"
"95",244,"T52.2","Drought",122,"T52","V. aestivalis",5,"12/18",6.8,"15.5",NA,NA,0.162277885,0.086248461,3.57,5.4,NA,"27.86",12.7141,15.1459,0.74,NA,15469.08759,36945.01919,6494.165426,NA,"",NA,"",NA,NA,NA,"V. aestivalis_T52"
"96",245,"T52.3","Drought",123,"T52","V. aestivalis",1,"12/11",10.4,"12.9",9.3,NA,NA,NA,NA,8.6,0.38,"21.1132",7.1611,13.9521,0.62,13.9521,3111.619881,9466.310771,896.958201,223.02,"64.29",NA,"",NA,NA,NA,"V. aestivalis_T52"
"97",246,"T52.3","Drought",123,"T52","V. aestivalis",1,"12/11",10.4,"12.9",9.3,NA,NA,NA,NA,8.6,0.38,"21.1132",7.1611,13.9521,0.62,13.9521,1879.332144,7000.33883,473.169944,134.7,"33.91",NA,"",NA,NA,NA,"V. aestivalis_T52"
"98",247,"T52.3","Drought",123,"T52","V. aestivalis",1,"12/11",10.4,"12.9",9.3,NA,NA,NA,NA,8.6,0.38,"21.1132",7.1611,13.9521,0.62,13.9521,5332.265497,17138.39072,1500.072487,382.18,"107.52",NA,"",NA,NA,NA,"V. aestivalis_T52"
"99",248,"T52.4","Drought",124,"T52","V. aestivalis",3,"12/16",5.4,"7.4",8.4,NA,0.255137471,0.114829534,4.6,16.7,0.43,"29.19023",7.1611,22.0292,0.57,22.0292,11364.38882,24875.28261,5757.510173,515.88,"261.36",NA,"",NA,NA,NA,"V. aestivalis_T52"
"100",249,"T52.4","Drought",124,"T52","V. aestivalis",3,"12/16",5.4,"7.4",8.4,NA,0.255137471,0.114829534,4.6,16.7,0.43,"29.19023",7.1611,22.0292,0.57,22.0292,10226.9836,26158.80615,3887.388404,464.25,"176.47",NA,"",NA,NA,NA,"V. aestivalis_T52"
"101",250,"T52.4","Drought",124,"T52","V. aestivalis",3,"12/16",5.4,"7.4",8.4,NA,0.255137471,0.114829534,4.6,16.7,0.43,"29.19023",7.1611,22.0292,0.57,22.0292,5835.919995,16671.97643,2183.992394,264.92,"99.14",NA,"",NA,NA,NA,"V. aestivalis_T52"
"102",251,"T52.4","Drought",124,"T52","V. aestivalis",3,"12/16",5.4,"7.4",8.4,NA,0.255137471,0.114829534,4.6,16.7,0.43,"29.19023",7.1611,22.0292,0.57,22.0292,9977.405893,28916.91529,3913.894203,452.92,"177.67",NA,"",NA,NA,NA,"V. aestivalis_T52"
"103",252,"T52.5","Drought",125,"T52","V. aestivalis",4,"12/17",NA,"11.7",9.9,NA,NA,NA,4.25,7.2,0.24,"35.531",12.7141,22.8169,0.76,22.8169,NA,NA,NA,NA,"",NA,"",NA,NA,NA,"V. aestivalis_T52"
"104",253,"T52.6","Control",126,"T52","V. aestivalis",2,"12/15",7.6,"12.1",6.5,NA,0.387335329,0.475662886,5.83,72.2,0.72,"35.50338",7.1611,28.3423,0.28,28.3423,6480.516943,21696.75284,1984.739181,228.65,"70.03",NA,"",NA,NA,NA,"V. aestivalis_T52"
"105",254,"T52.6","Control",126,"T52","V. aestivalis",2,"12/15",7.6,"12.1",6.5,NA,0.387335329,0.475662886,5.83,72.2,0.72,"35.50338",7.1611,28.3423,0.28,28.3423,10433.31342,35266.95825,3437.210904,368.12,"121.27",NA,"",NA,NA,NA,"V. aestivalis_T52"
"106",255,"T52.7","Control",127,"T52","V. aestivalis",1,"12/11",3.9,"5.03",6,NA,NA,NA,5.97,48.4,0.74,"24.4412",7.1611,17.2801,0.26,17.2801,9673.404717,34556.14989,3019.084839,559.8,"174.71",103,"1.0197",0.0099,0.059,NA,"V. aestivalis_T52"
"107",256,"T52.7","Control",127,"T52","V. aestivalis",1,"12/11",3.9,"9.5",6,NA,NA,NA,5.97,48.4,0.74,"24.4412",7.1611,17.2801,0.26,17.2801,17281.28461,43978.90174,6565.28967,1000.07,"379.93",103,"1.0197",0.0099,0.059,NA,"V. aestivalis_T52"
"108",257,"T52.7","Control",127,"T52","V. aestivalis",1,"12/11",3.9,"5.68",6,NA,NA,NA,5.97,48.4,0.74,"24.4412",7.1611,17.2801,0.26,17.2801,6471.591696,17820.36667,2530.266327,374.51,"146.43",103,"1.0197",0.0099,0.059,NA,"V. aestivalis_T52"
"109",258,"T52.8","Control",128,"T52","V. aestivalis",4,"12/17",7,"10.9",6.6,NA,0.288109604,0.360642725,NA,59.8,0.72,"35.8965",12.7141,23.1824,0.28,23.1824,NA,NA,NA,NA,"",NA,"",NA,NA,NA,"V. aestivalis_T52"
"110",259,"T52.8","Control",128,"T52","V. aestivalis",4,"12/17",7,"10.9",6.6,NA,0.288109604,0.360642725,NA,59.8,0.72,"35.8965",12.7141,23.1824,0.28,23.1824,NA,NA,NA,NA,"",NA,"",NA,NA,NA,"V. aestivalis_T52"
"111",260,"T52.8","Control",128,"T52","V. aestivalis",4,"12/17",7,"10.9",6.6,NA,0.288109604,0.360642725,NA,59.8,0.72,"35.8965",12.7141,23.1824,0.28,23.1824,11238.07819,49731.13292,3678.009718,484.77,"158.66",NA,"",NA,NA,NA,"V. aestivalis_T52"
"112",261,"T52.9","Control",129,"T52","V. aestivalis",5,"12/18",6.3,"12",NA,NA,0.261018254,0.416128291,6.1,45.6,0.6,"42.8709",12.7141,30.1568,0.4,30.1568,NA,NA,NA,NA,"",NA,"",NA,NA,NA,"V. aestivalis_T52"
"113",272,"TXNM0821.1","Drought",141,"TXNM0821","V. riparia",4,"12/17",5.3,"8.4",NA,NA,NA,NA,4.53,15.9,0.6,"23.2667",12.7141,10.5526,0.4,10.5526,8590.371173,18805.80945,4307.155093,814.05,"408.16",NA,"",NA,NA,NA,"V. riparia_TXNM0821"
"114",273,"TXNM0821.10","Control",150,"TXNM0821","V. riparia",1,"12/11",4.9,"7.3",11.03,NA,0.551231737,0.691458027,5.82,41.9,0.81,"16.8729",7.1611,9.7118,0.19,9.7118,3826.726392,14965.90327,1220.766732,394.03,"125.7",143,"0.0261",2e-04,0.0027,NA,"V. riparia_TXNM0821"
"115",274,"TXNM0821.10","Control",150,"TXNM0821","V. riparia",1,"12/11",4.9,"7.3",11.03,NA,0.551231737,0.691458027,5.82,41.9,0.81,"16.8729",7.1611,9.7118,0.19,9.7118,4431.981068,14818.66659,1375.480238,456.35,"141.63",143,"0.0261",2e-04,0.0027,NA,"V. riparia_TXNM0821"
"116",275,"TXNM0821.10","Control",150,"TXNM0821","V. riparia",1,"12/11",4.9,"7.3",11.03,NA,0.551231737,0.691458027,5.82,41.9,0.81,"16.8729",7.1611,9.7118,0.19,9.7118,6045.341822,17931.457,2202.629633,622.47,"226.8",143,"0.0261",2e-04,0.0027,NA,"V. riparia_TXNM0821"
"117",276,"TXNM0821.2","Drought",142,"TXNM0821","V. riparia",3,"12/16",8.3,"11",7.6,NA,0.271767656,0.186733046,4.2,23,0.69,"17.66292",7.1611,10.5019,0.31,10.5019,11129.63337,32609.70012,4373.25204,1059.78,"416.43",NA,"",NA,NA,NA,"V. riparia_TXNM0821"
"118",277,"TXNM0821.2","Drought",142,"TXNM0821","V. riparia",3,"12/16",8.3,"11",7.6,NA,0.271767656,0.186733046,4.2,23,0.69,"17.66292",7.1611,10.5019,0.31,10.5019,7115.6801,15964.32728,3575.159758,677.56,"340.43",NA,"",NA,NA,NA,"V. riparia_TXNM0821"
"119",278,"TXNM0821.2","Drought",142,"TXNM0821","V. riparia",3,"12/16",8.3,"11",7.6,NA,0.271767656,0.186733046,4.2,23,0.69,"17.66292",7.1611,10.5019,0.31,10.5019,17803.79581,34875.70002,9603.279834,1695.3,"914.44",NA,"",NA,NA,NA,"V. riparia_TXNM0821"
"120",279,"TXNM0821.3","Drought",143,"TXNM0821","V. riparia",2,"12/15",6.3,"13",6.8,NA,0.137215727,0.164957349,5.57,16.7,0.66,"15.7146",7.1611,8.5535,0.34,8.5535,787.093752,2217.704734,256.421866,92.02,"29.98",NA,"",NA,NA,NA,"V. riparia_TXNM0821"
"121",280,"TXNM0821.3","Drought",143,"TXNM0821","V. riparia",2,"12/15",6.3,"13",6.8,NA,0.137215727,0.164957349,5.57,16.7,0.66,"15.7146",7.1611,8.5535,0.34,8.5535,4049.507104,11647.98911,1263.536764,473.43,"147.72",NA,"",NA,NA,NA,"V. riparia_TXNM0821"
"122",281,"TXNM0821.3","Drought",143,"TXNM0821","V. riparia",2,"12/15",6.3,"13",6.8,NA,0.137215727,0.164957349,5.57,16.7,0.66,"15.7146",7.1611,8.5535,0.34,8.5535,5882.305765,16521.12187,2024.473761,687.7,"236.68",NA,"",NA,NA,NA,"V. riparia_TXNM0821"
"123",282,"TXNM0821.3","Drought",143,"TXNM0821","V. riparia",2,"12/15",6.3,"13",6.8,NA,0.137215727,0.164957349,5.57,16.7,0.66,"15.7146",7.1611,8.5535,0.34,8.5535,2659.937076,6693.927351,1174.204602,310.97,"137.28",NA,"",NA,NA,NA,"V. riparia_TXNM0821"
"124",283,"TXNM0821.3","Drought",143,"TXNM0821","V. riparia",2,"12/15",6.3,"13",6.8,NA,0.137215727,0.164957349,5.57,16.7,0.66,"15.7146",7.1611,8.5535,0.34,8.5535,1535.96905,3234.41287,744.807715,179.57,"87.08",NA,"",NA,NA,NA,"V. riparia_TXNM0821"
"125",284,"TXNM0821.4","Drought",144,"TXNM0821","V. riparia",1,"12/11",4.1,"4.94",7,NA,0.176638448,0.384450002,NA,16.1,0.63,"16.4725",7.1611,9.3114,0.37,9.3114,6926.982816,17713.09772,2996.558127,743.92,"321.81",155,"0.0795",5e-04,0.0085,NA,"V. riparia_TXNM0821"
"126",285,"TXNM0821.4","Drought",144,"TXNM0821","V. riparia",1,"12/11",4.1,"5.81",7,NA,0.176638448,0.384450002,NA,16.1,0.63,"16.4725",7.1611,9.3114,0.37,9.3114,1434.547143,3053.507648,694.909555,154.06,"74.63",155,"0.0795",5e-04,0.0085,NA,"V. riparia_TXNM0821"
"127",286,"TXNM0821.4","Drought",144,"TXNM0821","V. riparia",1,"12/11",4.1,"5.81",7,NA,0.176638448,0.384450002,NA,16.1,0.63,"16.4725",7.1611,9.3114,0.37,9.3114,2159.94752,3880.470424,1212.858095,231.97,"130.25",155,"0.0795",5e-04,0.0085,NA,"V. riparia_TXNM0821"
"128",287,"TXNM0821.5","Control",145,"TXNM0821","V. riparia",4,"12/17",6.4,"9.1",8.6,NA,0.377807757,0.466325803,5.94,52.9,0.8,"20.58784",7.1611,13.4268,0.2,13.4268,5881.290797,18133.84307,1747.725306,438.03,"130.17",NA,"",NA,NA,NA,"V. riparia_TXNM0821"
"129",288,"TXNM0821.5","Control",145,"TXNM0821","V. riparia",4,"12/17",6.4,"9.1",8.6,NA,0.377807757,0.466325803,5.94,52.9,0.8,"20.58784",7.1611,13.4268,0.2,13.4268,7822.880845,18891.99893,3883.782941,582.63,"289.26",NA,"",NA,NA,NA,"V. riparia_TXNM0821"
"130",289,"TXNM0821.5","Control",145,"TXNM0821","V. riparia",4,"12/17",6.4,"9.1",8.6,NA,0.377807757,0.466325803,5.94,52.9,0.8,"20.58784",7.1611,13.4268,0.2,13.4268,4459.188903,10488.86175,2191.355251,332.11,"163.21",NA,"",NA,NA,NA,"V. riparia_TXNM0821"
"131",290,"TXNM0821.5","Control",145,"TXNM0821","V. riparia",4,"12/17",6.4,"9.1",8.6,NA,0.377807757,0.466325803,5.94,52.9,0.8,"20.58784",7.1611,13.4268,0.2,13.4268,14830.56731,29926.42399,8522.425359,1104.55,"634.73",NA,"",NA,NA,NA,"V. riparia_TXNM0821"
"132",291,"TXNM0821.6","Control",146,"TXNM0821","V. riparia",5,"12/18",11.5,"14.4",NA,NA,0.387462417,0.5516643,5.51,45.9,0.78,"19.80078",7.1611,12.6397,0.22,12.6397,NA,NA,NA,NA,"",NA,"",NA,NA,NA,"V. riparia_TXNM0821"
"133",292,"TXNM0821.7","Control",147,"TXNM0821","V. riparia",2,"12/15",7.3,"8.2",8.6,NA,0.607076842,0.541866068,5.32,52.8,0.74,"30.9066",12.7141,18.1925,0.26,18.1925,NA,NA,NA,NA,"",NA,"",NA,NA,NA,"V. riparia_TXNM0821"
"134",293,"TXNM0821.8","Drought",148,"TXNM0821","V. riparia",4,"12/17",4.7,"5.44",9.1,NA,NA,NA,5.74,24.8,0.63,"27.42661",12.7141,14.7125,0.37,14.7125,NA,NA,NA,NA,"",NA,"",NA,NA,NA,"V. riparia_TXNM0821"
"135",294,"TXNM0821.9","Control",149,"TXNM0821","V. riparia",3,"12/16",6.3,"8.7",9.43,NA,0.532827169,0.610948655,5.88,56.8,0.74,"26.93248",7.1611,19.7714,0.26,19.7714,4268.712513,12674.7104,1376.288548,215.9,"69.61",83,"0.1375",0.0017,0.007,NA,"V. riparia_TXNM0821"
"136",295,"TXNM0821.9","Control",149,"TXNM0821","V. riparia",3,"12/16",6.3,"8.7",9.43,NA,0.532827169,0.610948655,5.88,56.8,0.74,"26.93248",7.1611,19.7714,0.26,19.7714,9406.292929,22590.09002,4618.284094,475.75,"233.58",83,"0.1375",0.0017,0.007,NA,"V. riparia_TXNM0821"
"137",296,"TXNM0821.9","Control",149,"TXNM0821","V. riparia",3,"12/16",6.3,"8.7",9.43,NA,0.532827169,0.610948655,5.88,56.8,0.74,"26.93248",7.1611,19.7714,0.26,19.7714,7094.329042,17704.17336,3251.16766,358.82,"164.44",83,"0.1375",0.0017,0.007,NA,"V. riparia_TXNM0821"
"138",343,"V60-96.1","Drought",11,"V60-96","V. vulpina",2,"12/15",9.8,"12",NA,NA,0.114574344,0.535858013,NA,1.1,0.18,"17.64969",12.7141,4.9356,0.82,4.9356,NA,NA,NA,NA,"",NA,"",NA,NA,NA,"V. vulpina_V60-96"
"139",344,"V60-96.10","Control",20,"V60-96","V. vulpina",5,"12/18",11.3,"15.5",10.1,NA,0.397873615,0.69589494,4.77,33.2,NA,"17.1336",6.3807,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,"V. vulpina_V60-96"
"140",345,"V60-96.2","Drought",12,"V60-96","V. vulpina",3,"12/16",7.6,"10.8",5.27,NA,0.164584485,0.318962595,3.83,2.3,NA,"10.7326",6.3807,NA,NA,NA,NA,NA,NA,NA,"",69,"0.073",0.0011,NA,NA,"V. vulpina_V60-96"
"141",346,"V60-96.3","Drought",13,"V60-96","V. vulpina",1,"12/11",6.4,"13.2",10.8,NA,NA,NA,3.47,7.5,NA,"10.8151",6.3807,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,"V. vulpina_V60-96"
"142",347,"V60-96.4","Drought",14,"V60-96","V. vulpina",4,"12/18",9.3,"13.7",14.5,NA,0.102775059,0.100116697,3.47,10.5,NA,"21.2029",6.3807,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,"V. vulpina_V60-96"
"143",348,"V60-96.5","Drought",15,"V60-96","V. vulpina",5,"12/18",9.7,"14.9",10.5,NA,0.099050774,0.102592496,3,2.4,NA,"12.3868",6.3807,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,"V. vulpina_V60-96"
"144",349,"V60-96.6","Control",16,"V60-96","V. vulpina",3,"12/16",4.4,"5.55",11.9,NA,0.453068732,0.555998923,4.33,25.1,NA,"12.0981",6.3807,NA,NA,NA,NA,NA,NA,NA,"",79,"0.1666",0.0021,NA,NA,"V. vulpina_V60-96"
"145",350,"V60-96.7","Control",17,"V60-96","V. vulpina",2,"12/15",9.1,"12.9",8.4,NA,0.507432191,0.191705001,NA,41.6,0.87,"18.70454",12.7141,5.9905,0.13,5.9905,NA,NA,NA,NA,"",NA,"",NA,NA,NA,"V. vulpina_V60-96"
"146",351,"V60-96.8","Control",18,"V60-96","V. vulpina",1,"12/11",4.8,"10",5.34,NA,NA,NA,3.73,15.4,NA,"9.4732",6.3807,NA,NA,NA,NA,NA,NA,NA,"",103,"0.8219",0.008,NA,NA,"V. vulpina_V60-96"
"147",352,"V60-96.9","Control",19,"V60-96","V. vulpina",4,"12/17",7.3,"14.4",NA,NA,NA,NA,4.66,46,NA,"17.5649",6.3807,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,"V. vulpina_V60-96"
"148",353,"Vru42.1","Drought",171,"Vru42","V. rupestris",1,"12/11",8.8,"16.5",11.3,NA,NA,NA,5.21,14.4,0.45,"24.5633",7.1611,17.4022,0.55,17.4022,18798.98336,49299.04247,7835.527621,1080.26,"450.26",NA,"",NA,NA,NA,"V. rupestris_Vru42"
"149",354,"Vru42.1","Drought",171,"Vru42","V. rupestris",1,"12/11",8.8,"16.5",11.3,NA,NA,NA,5.21,14.4,0.45,"24.5633",7.1611,17.4022,0.55,17.4022,3187.726278,10594.74811,999.551427,183.18,"57.44",NA,"",NA,NA,NA,"V. rupestris_Vru42"
"150",355,"Vru42.1","Drought",171,"Vru42","V. rupestris",1,"12/11",8.8,"16.5",11.3,NA,NA,NA,5.21,14.4,0.45,"24.5633",7.1611,17.4022,0.55,17.4022,6517.798578,19119.01261,2351.073868,374.54,"135.1",NA,"",NA,NA,NA,"V. rupestris_Vru42"
"151",356,"Vru42.10","Control",180,"Vru42","V. rupestris",1,"12/11",6.8,"12",8.42,NA,0.505662307,0.563717773,6.11,45,0.67,"29.1982",7.1611,22.0371,0.33,22.0371,8887.475327,28381.41323,3028.532846,403.3,"137.43",111,"0.4184",0.0038,0.019,NA,"V. rupestris_Vru42"
"152",357,"Vru42.2","Drought",172,"Vru42","V. rupestris",3,"12/16",5.7,"8.5",10.6,NA,0.218846778,0.073603101,4.4,12.8,0.43,"24.2727",7.1611,17.1116,0.57,17.1116,9593.866187,23032.85266,3967.998395,560.66,"231.89",148,"0.063",4e-04,0.0037,NA,"V. rupestris_Vru42"
"153",358,"Vru42.2","Drought",172,"Vru42","V. rupestris",3,"12/16",5.7,"8.5",10.6,NA,0.218846778,0.073603101,4.4,12.8,0.43,"24.2727",7.1611,17.1116,0.57,17.1116,8445.892027,18450.79079,3799.07142,493.58,"222.02",148,"0.063",4e-04,0.0037,NA,"V. rupestris_Vru42"
"154",359,"Vru42.2","Drought",172,"Vru42","V. rupestris",3,"12/16",5.7,"8.5",10.6,NA,0.218846778,0.073603101,4.4,12.8,0.43,"24.2727",7.1611,17.1116,0.57,17.1116,2000.867332,6380.055587,739.951829,116.93,"43.24",148,"0.063",4e-04,0.0037,NA,"V. rupestris_Vru42"
"155",360,"Vru42.2","Drought",172,"Vru42","V. rupestris",3,"12/16",5.7,"8.5",10.6,NA,0.218846778,0.073603101,4.4,12.8,0.43,"24.2727",7.1611,17.1116,0.57,17.1116,942.270837,1680.531727,531.710308,55.07,"31.07",148,"0.063",4e-04,0.0037,NA,"V. rupestris_Vru42"
"156",361,"Vru42.2","Drought",172,"Vru42","V. rupestris",3,"12/16",5.7,"8.5",10.6,NA,0.218846778,0.073603101,4.4,12.8,0.43,"24.2727",7.1611,17.1116,0.57,17.1116,1349.700037,3091.044245,657.966987,78.88,"38.45",148,"0.063",4e-04,0.0037,NA,"V. rupestris_Vru42"
"157",362,"Vru42.3","Drought",173,"Vru42","V. rupestris",4,"12/17",10.8,"14.1",10.5,NA,0.181012228,0.125985556,5.26,18.8,0.53,"29.42104",12.7141,16.707,0.47,16.707,NA,NA,NA,NA,"",NA,"",NA,NA,NA,"V. rupestris_Vru42"
"158",363,"Vru42.4","Drought",174,"Vru42","V. rupestris",5,"12/18",8.9,"14",NA,NA,0.096597117,0.087117727,4.78,9.8,NA,"27.99",12.7141,15.2759,NA,15.2759,8448.689069,20306.8755,3698.435434,NA,"",NA,"",NA,NA,NA,"V. rupestris_Vru42"
"159",364,"Vru42.4","Drought",174,"Vru42","V. rupestris",5,"12/18",8.9,"14",NA,NA,0.096597117,0.087117727,4.78,9.8,NA,"27.99",12.7141,15.2759,NA,15.2759,17226.486,38002.01853,7842.953839,NA,"",NA,"",NA,NA,NA,"V. rupestris_Vru42"
"160",365,"Vru42.4","Drought",174,"Vru42","V. rupestris",5,"12/18",8.9,"14",NA,NA,0.096597117,0.087117727,4.78,9.8,NA,"27.99",12.7141,15.2759,NA,15.2759,15938.25133,32870.55993,7388.916188,NA,"",NA,"",NA,NA,NA,"V. rupestris_Vru42"
"161",366,"Vru42.5","Drought",175,"Vru42","V. rupestris",2,"12/15",6.8,"10.7",10.6,NA,0.356507046,0.089455109,4.17,13.2,0.45,"23.2234",7.1611,16.0623,0.55,16.0623,NA,NA,NA,NA,"",NA,"",NA,NA,NA,"V. rupestris_Vru42"
"162",367,"Vru42.6","Control",176,"Vru42","V. rupestris",2,"12/15",5.1,"18",7.8,NA,0.376422799,0.487668285,8.03,13.2,0.41,"26.30824",7.1611,19.1472,0.59,19.1472,NA,NA,NA,NA,"",NA,"",NA,NA,NA,"V. rupestris_Vru42"
"163",368,"Vru42.6","Control",176,"Vru42","V. rupestris",2,"12/15",5.1,"18",7.8,NA,0.376422799,0.487668285,8.03,13.2,0.41,"26.30824",7.1611,19.1472,0.59,19.1472,7543.357419,19460.69692,2742.052831,393.97,"143.21",NA,"",NA,NA,NA,"V. rupestris_Vru42"
"164",369,"Vru42.6","Control",176,"Vru42","V. rupestris",2,"12/15",5.1,"18",7.8,NA,0.376422799,0.487668285,8.03,72.7,0.79,"26.30824",7.1611,19.1472,0.21,19.1472,3452.195848,8089.154937,1600.209765,180.3,"83.57",NA,"",NA,NA,NA,"V. rupestris_Vru42"
"165",370,"Vru42.6","Control",176,"Vru42","V. rupestris",2,"12/15",5.1,"18",7.8,NA,0.376422799,0.487668285,8.03,13.2,0.41,"26.30824",7.1611,19.1472,0.59,19.1472,6813.544583,17297.47899,2734.712372,355.85,"142.83",NA,"",NA,NA,NA,"V. rupestris_Vru42"
"166",371,"Vru42.7","Control",177,"Vru42","V. rupestris",5,"12/18",10,"12.2",9.48,NA,0.233877618,0.397273127,7.32,69.2,NA,"41.97",12.7141,29.2559,NA,29.2559,7720.310221,20312.24695,2803.073019,NA,"",NA,"",NA,NA,NA,"V. rupestris_Vru42"
"167",372,"Vru42.7","Control",177,"Vru42","V. rupestris",5,"12/18",10,"12.2",9.48,NA,0.233877618,0.397273127,7.32,69.2,NA,"41.97",12.7141,29.2559,NA,29.2559,8773.10191,18846.9528,3900.770715,NA,"",NA,"",NA,NA,NA,"V. rupestris_Vru42"
"168",373,"Vru42.7","Control",177,"Vru42","V. rupestris",5,"12/18",10,"12.2",9.48,NA,0.233877618,0.397273127,7.32,69.2,NA,"41.97",12.7141,29.2559,NA,29.2559,10661.82792,24010.66917,4561.335314,NA,"",NA,"",NA,NA,NA,"V. rupestris_Vru42"
"169",374,"Vru42.7","Control",177,"Vru42","V. rupestris",5,"12/18",10,"12.2",9.48,NA,0.233877618,0.397273127,7.32,69.2,NA,"41.97",12.7141,29.2559,NA,29.2559,11309.90039,25612.36885,5130.703053,NA,"",NA,"",NA,NA,NA,"V. rupestris_Vru42"
"170",375,"Vru42.7","Control",177,"Vru42","V. rupestris",5,"12/18",10,"12.2",9.48,NA,0.233877618,0.397273127,7.32,69.2,NA,"41.97",12.7141,29.2559,NA,29.2559,12309.26465,25164.43821,5699.045547,NA,"",NA,"",NA,NA,NA,"V. rupestris_Vru42"
"171",376,"Vru42.7","Control",177,"Vru42","V. rupestris",5,"12/18",10,"12.2",9.48,NA,0.233877618,0.397273127,7.32,69.2,NA,"41.97",12.7141,29.2559,NA,29.2559,NA,NA,NA,NA,"",NA,"",NA,NA,NA,"V. rupestris_Vru42"
"172",377,"Vru42.8","Control",178,"Vru42","V. rupestris",3,"12/16",6.3,"13.3",NA,NA,0.329880444,0.476222651,6.5,59.6,0.7,"38.07585",12.7141,25.3618,0.3,25.3618,NA,NA,NA,NA,"",62,"0.8973",0.0145,0.0354,NA,"V. rupestris_Vru42"
"173",378,"Vru42.9","Control",179,"Vru42","V. rupestris",4,"12/17",5.8,"10.4",10.42,NA,NA,NA,NA,53.8,0.75,"24.8971",7.1611,17.736,0.25,17.736,NA,NA,NA,NA,"",NA,"",NA,NA,NA,"V. rupestris_Vru42"
