"","X","ID","Genotype","Treatment","Date","LWP","SWP","PD","LWP.area","SWP.area","PD.area","species_geno"
"192",442,"V60-96.4","V60-96","Drought","12/11-18",NA,"14,5",11.9,43.39263889,51.40618056,57.25,"V60-96"
"193",443,"T52.2","T52","Drought","12/11-18",NA,"14,0",11.7,39.73111111,39.36305556,29.42645833,"T52"
"194",444,"9018.5","9018","Drought","11/11-13",NA,NA,9.1,NA,NA,NA,"9018"
"195",445,"9018.6","9018","Control","11/11-13",NA,NA,6.3,NA,NA,NA,"9018"
"196",446,"9031.10","9031","Control","11/11-13",NA,NA,7.2,NA,NA,NA,"9031"
"197",447,"9031.11","9031","Control","11/11-13",NA,NA,11.2,NA,NA,NA,"9031"
"198",448,"9031.5","9031","Drought","11/11-13",NA,NA,8.9,NA,NA,NA,"9031"
"199",449,"b40-14.1","b40-14","Drought","11/11-13",NA,NA,7.3,NA,NA,NA,"b40-14"
"200",450,"b40-14.10","b40-14","Control","11/11-13",NA,NA,6.1,NA,NA,NA,"b40-14"
"201",451,"b42-34.2","b42-34","Drought","11/11-13",NA,NA,10.4,NA,NA,NA,"b42-34"
"202",452,"b42-34.6","b42-34","Control","11/11-13",NA,NA,9.2,NA,NA,NA,"b42-34"
"203",453,"NY1.1","NY1","Drought","11/11-13",NA,NA,9.9,NA,NA,NA,"NY1"
"204",454,"NY1.6","NY1","Control","11/11-13",NA,NA,8.3,NA,NA,NA,"NY1"
"205",455,"SC2.5","SC2","Drought","11/11-13",NA,NA,6.2,NA,NA,NA,"SC2"
"206",456,"SC2.7","SC2","Control","11/11-13",NA,NA,7.5,NA,NA,NA,"SC2"
"207",457,"T48.4","T48","Drought","11/11-13",NA,NA,8.3,NA,NA,NA,"T48"
"208",458,"T48.7","T48","Control","11/11-13",NA,NA,8.3,NA,NA,NA,"T48"
"209",459,"T52.3","T52","Drought","11/11-13",NA,NA,7.7,NA,NA,NA,"T52"
"210",460,"TX6704.1","TX6704","Drought","11/11-13",NA,NA,6.1,NA,NA,NA,"TX6704"
"211",461,"TX6704.6","TX6704","Control","11/11-13",NA,NA,6.3,NA,NA,NA,"TX6704"
"212",462,"TXNM0821.10","TXNM0821","Control","11/11-13",NA,NA,4.7,NA,NA,NA,"TXNM0821"
"213",463,"TXNM0821.4","TXNM0821","Drought","11/11-13",NA,NA,6.3,NA,NA,NA,"TXNM0821"
"214",464,"V60-96.3","V60-96","Drought","11/11-13",NA,NA,7.7,NA,NA,NA,"V60-96"
"215",465,"Vru42.1","Vru42","Drought","11/11-13",NA,NA,9.8,NA,NA,NA,"Vru42"
"216",466,"Vru42.10","Vru42","Control","11/11-13",NA,NA,9.7,NA,NA,NA,"Vru42"
"217",467,"9018.3","9018","Drought","11/11-13",NA,NA,8.2,NA,NA,NA,"9018"
"218",468,"9018.8","9018","Control","11/11-13",NA,NA,8.3,NA,NA,NA,"9018"
"219",469,"9031.4","9031","Drought","11/11-13",NA,NA,12.4,NA,NA,NA,"9031"
"220",470,"9031.7","9031","Control","11/11-13",NA,NA,9.6,NA,NA,NA,"9031"
"221",471,"9035.2","9035","Drought","11/11-13",NA,NA,10,NA,NA,NA,"9035"
"222",472,"9035.7","9035","Control","11/11-13",NA,NA,10.1,NA,NA,NA,"9035"
"223",473,"b40-14.2","b40-14","Drought","11/11-13",NA,NA,11.7,NA,NA,NA,"b40-14"
"224",474,"b40-14.6","b40-14","Control","11/11-13",NA,NA,10.4,NA,NA,NA,"b40-14"
"225",475,"b42-34.9","b42-34","Control","11/11-13",NA,NA,12.3,NA,NA,NA,"b42-34"
"226",476,"NY1.5","NY1","Drought","11/11-13",NA,NA,9.1,NA,NA,NA,"NY1"
"227",477,"NY1.9","NY1","Control","11/11-13",NA,NA,10.5,NA,NA,NA,"NY1"
"228",478,"SC2.9","SC2","Drought","11/11-13",NA,NA,8,NA,NA,NA,"SC2"
"229",479,"T48.2","T48","Drought","11/11-13",NA,NA,8.6,NA,NA,NA,"T48"
"230",480,"T48.6","T48","Control","11/11-13",NA,NA,9.4,NA,NA,NA,"T48"
"231",481,"T52.6","T52","Control","11/11-13",NA,NA,8.9,NA,NA,NA,"T52"
"232",482,"TX6704.3","TX6704","Drought","11/11-13",NA,NA,10,NA,NA,NA,"TX6704"
"233",483,"TX6704.9","TX6704","Control","11/11-13",NA,NA,8.3,NA,NA,NA,"TX6704"
"234",484,"TXNM0821.3","TXNM0821","Drought","11/11-13",NA,NA,7.9,NA,NA,NA,"TXNM0821"
"235",485,"TXNM0821.7","TXNM0821","Control","11/11-13",NA,NA,6.4,NA,NA,NA,"TXNM0821"
"236",486,"Vru42.5","Vru42","Drought","11/11-13",NA,NA,9.2,NA,NA,NA,"Vru42"
"237",487,"Vru42.6","Vru42","Control","11/11-13",NA,NA,11,NA,NA,NA,"Vru42"
"238",488,"9018.10","9018","Control","11/11-13",NA,NA,8,NA,NA,NA,"9018"
"239",489,"9018.4","9018","Drought","11/11-13",NA,NA,8.2,NA,NA,NA,"9018"
"240",490,"9031.2","9031","Drought","11/11-13",NA,NA,12.8,NA,NA,NA,"9031"
"241",491,"9031.9","9031","Control","11/11-13",NA,NA,13.9,NA,NA,NA,"9031"
"242",492,"9035.1","9035","Drought","11/11-13",NA,NA,8.4,NA,NA,NA,"9035"
"243",493,"9035.8","9035","Control","11/11-13",NA,NA,9.1,NA,NA,NA,"9035"
"244",494,"b40-14.9","b40-14","Control","11/11-13",NA,NA,12.3,NA,NA,NA,"b40-14"
"245",495,"b42-34.10","b42-34","Control","11/11-13",NA,NA,9.3,NA,NA,NA,"b42-34"
"246",496,"b42-34.5","b42-34","Drought","11/11-13",NA,NA,12.6,NA,NA,NA,"b42-34"
"247",497,"NY1.2","NY1","Drought","11/11-13",NA,NA,8.8,NA,NA,NA,"NY1"
"248",498,"NY1.8","NY1","Control","11/11-13",NA,NA,8.6,NA,NA,NA,"NY1"
"249",499,"SC2.4","SC2","Drought","11/11-13",NA,NA,8.3,NA,NA,NA,"SC2"
"250",500,"SC2.8","SC2","Control","11/11-13",NA,NA,7.4,NA,NA,NA,"SC2"
"251",501,"T48.1","T48","Drought","11/11-13",NA,NA,12.3,NA,NA,NA,"T48"
"252",502,"T48.8","T48","Control","11/11-13",NA,NA,10.3,NA,NA,NA,"T48"
"253",503,"T52.10","T52","Control","11/11-13",NA,NA,7.1,NA,NA,NA,"T52"
"254",504,"T52.4","T52","Drought","11/11-13",NA,NA,8.4,NA,NA,NA,"T52"
"255",505,"TX6704.5","TX6704","Drought","11/11-13",NA,NA,8.1,NA,NA,NA,"TX6704"
"256",506,"TX6704.8","TX6704","Control","11/11-13",NA,NA,7.7,NA,NA,NA,"TX6704"
"257",507,"TXNM0821.2","TXNM0821","Drought","11/11-13",NA,NA,6.7,NA,NA,NA,"TXNM0821"
"258",508,"TXNM0821.9","TXNM0821","Control","11/11-13",NA,NA,5.3,NA,NA,NA,"TXNM0821"
"259",509,"V60-96.6","V60-96","Control","11/11-13",NA,NA,9.1,NA,NA,NA,"V60-96"
"260",510,"Vru42.2","Vru42","Drought","11/11-13",NA,NA,14.4,NA,NA,NA,"Vru42"
"261",511,"Vru42.8","Vru42","Control","11/11-13",NA,NA,13.1,NA,NA,NA,"Vru42"
"262",512,"9018.1","9018","Drought","11/11-13",NA,NA,8.9,NA,NA,NA,"9018"
"263",513,"9018.9","9018","Control","11/11-13",NA,NA,9.2,NA,NA,NA,"9018"
"264",514,"9031.1","9031","Drought","11/11-13",NA,NA,12.6,NA,NA,NA,"9031"
"265",515,"9031.6","9031","Control","11/11-13",NA,NA,11.2,NA,NA,NA,"9031"
"266",516,"9035.3","9035","Drought","11/11-13",NA,NA,9.5,NA,NA,NA,"9035"
"267",517,"9035.9","9035","Control","11/11-13",NA,NA,9.5,NA,NA,NA,"9035"
"268",518,"b40-14.5","b40-14","Drought","11/11-13",NA,NA,9.4,NA,NA,NA,"b40-14"
"269",519,"b40-14.7","b40-14","Control","11/11-13",NA,NA,9.3,NA,NA,NA,"b40-14"
"270",520,"b42-34.4","b42-34","Drought","11/11-13",NA,NA,12,NA,NA,NA,"b42-34"
"271",521,"b42-34.7","b42-34","Control","11/11-13",NA,NA,11,NA,NA,NA,"b42-34"
"272",522,"NY1.10","NY1","Control","11/11-13",NA,NA,9.3,NA,NA,NA,"NY1"
"273",523,"NY1.4","NY1","Drought","11/11-13",NA,NA,7.1,NA,NA,NA,"NY1"
"274",524,"SC2.1","SC2","Control","11/11-13",NA,NA,9.1,NA,NA,NA,"SC2"
"275",525,"T48.10","T48","Control","11/11-13",NA,NA,10.6,NA,NA,NA,"T48"
"276",526,"T48.3","T48","Drought","11/11-13",NA,NA,9.9,NA,NA,NA,"T48"
"277",527,"T52.5","T52","Drought","11/11-13",NA,NA,8.9,NA,NA,NA,"T52"
"278",528,"TX6704.2","TX6704","Drought","11/11-13",NA,NA,8.8,NA,NA,NA,"TX6704"
"279",529,"TX6704.7","TX6704","Control","11/11-13",NA,NA,9.9,NA,NA,NA,"TX6704"
"280",530,"TXNM0821.1","TXNM0821","Drought","11/11-13",NA,NA,6.5,NA,NA,NA,"TXNM0821"
"281",531,"TXNM0821.5","TXNM0821","Control","11/11-13",NA,NA,7.6,NA,NA,NA,"TXNM0821"
"282",532,"TXNM0821.8","TXNM0821","Drought","11/11-13",NA,NA,5.7,NA,NA,NA,"TXNM0821"
"283",533,"V60-96.4","V60-96","Drought","11/11-13",NA,NA,9.9,NA,NA,NA,"V60-96"
"284",534,"V60-96.9","V60-96","Control","11/11-13",NA,NA,9.1,NA,NA,NA,"V60-96"
"285",535,"Vru42.9","Vru42","Control","11/11-13",NA,NA,9.9,NA,NA,NA,"Vru42"
"286",536,"9018.2","9018","Drought","11/11-13",NA,NA,11,NA,NA,NA,"9018"
"287",537,"9031.3","9031","Drought","11/11-13",NA,NA,11.9,NA,NA,NA,"9031"
"288",538,"9031.8","9031","Control","11/11-13",NA,NA,9.9,NA,NA,NA,"9031"
"289",539,"9035.4","9035","Drought","11/11-13",NA,NA,8.8,NA,NA,NA,"9035"
"290",540,"9035.6","9035","Control","11/11-13",NA,NA,8.7,NA,NA,NA,"9035"
"291",541,"b40-14.8","b40-14","Control","11/11-13",NA,NA,10,NA,NA,NA,"b40-14"
"292",542,"b42-34.8","b42-34","Control","11/11-13",NA,NA,9.9,NA,NA,NA,"b42-34"
"293",543,"NY1.3","NY1","Drought","11/11-13",NA,NA,11.8,NA,NA,NA,"NY1"
"294",544,"NY1.7","NY1","Control","11/11-13",NA,NA,8,NA,NA,NA,"NY1"
"295",545,"SC2.2","SC2","Drought","11/11-13",NA,NA,7.9,NA,NA,NA,"SC2"
"296",546,"SC2.6","SC2","Control","11/11-13",NA,NA,9,NA,NA,NA,"SC2"
"297",547,"T48.5","T48","Drought","11/11-13",NA,NA,8.8,NA,NA,NA,"T48"
"298",548,"T52.2","T52","Drought","11/11-13",NA,NA,10,NA,NA,NA,"T52"
"299",549,"T52.9","T52","Control","11/11-13",NA,NA,9,NA,NA,NA,"T52"
"300",550,"TX6704.10","TX6704","Control","11/11-13",NA,NA,8.5,NA,NA,NA,"TX6704"
"301",551,"TX6704.4","TX6704","Drought","11/11-13",NA,NA,9.9,NA,NA,NA,"TX6704"
"302",552,"TXNM0821.6","TXNM0821","Control","11/11-13",NA,NA,5.5,NA,NA,NA,"TXNM0821"
"303",553,"V60-96.5","V60-96","Drought","11/11-13",NA,NA,10.8,NA,NA,NA,"V60-96"
"304",554,"Vru42.4","Vru42","Drought","11/11-13",NA,NA,10.7,NA,NA,NA,"Vru42"
"305",555,"Vru42.7","Vru42","Control","11/11-13",NA,NA,10,NA,NA,NA,"Vru42"
"306",556,"T52.7","T52","Control","11/11-13",NA,NA,6.4,NA,NA,NA,"T52"
"307",557,"b42-34.1","b42-34","Drought","11/11-13",NA,NA,8.7,NA,NA,NA,"b42-34"
"308",558,"T52.1","T52","Drought","11/11-13",NA,NA,6.7,NA,NA,NA,"T52"
"309",559,"b42-34.10","b42-34","Control","11/11-13",NA,NA,8.6,NA,NA,NA,"b42-34"
"310",560,"9018.9","9018","Control","11/11-13",NA,NA,6.9,NA,NA,NA,"9018"
"311",561,"T52.8","T52","Control","11/11-13",NA,NA,7.6,NA,NA,NA,"T52"
"312",562,"Vru42.3","Vru42","Drought","11/11-13",NA,NA,8.2,NA,NA,NA,"Vru42"
"313",563,"9018.7","9018","Control","11/11-13",NA,NA,7.3,NA,NA,NA,"9018"
"314",564,"b42-34.3","b42-34","Drought","11/11-13",NA,NA,11.1,NA,NA,NA,"b42-34"
"315",565,"9018.5","9018","Drought","11/18",NA,NA,9.9,NA,NA,NA,"9018"
"316",566,"9018.6","9018","Control","11/18",NA,NA,12.5,NA,NA,NA,"9018"
"317",567,"b40-14.10","b40-14","Control","11/18",NA,NA,10.9,NA,NA,NA,"b40-14"
"318",568,"b42-34.6","b42-34","Control","11/18",NA,NA,11.5,NA,NA,NA,"b42-34"
"319",569,"NY1.1","NY1","Drought","11/18",NA,NA,9.1,NA,NA,NA,"NY1"
"320",570,"T48.4","T48","Drought","11/18",NA,NA,14.1,NA,NA,NA,"T48"
"321",571,"T48.7","T48","Control","11/18",NA,NA,10.92,NA,NA,NA,"T48"
"322",572,"T52.3","T52","Drought","11/18",NA,NA,9.3,NA,NA,NA,"T52"
"323",573,"T52.7","T52","Control","11/18",NA,NA,6,NA,NA,NA,"T52"
"324",574,"TX6704.1","TX6704","Drought","11/18",NA,NA,12,NA,NA,NA,"TX6704"
"325",575,"TX6704.6","TX6704","Control","11/18",NA,NA,8.8,NA,NA,NA,"TX6704"
"326",576,"TXNM0821.10","TXNM0821","Control","11/18",NA,NA,11.03,NA,NA,NA,"TXNM0821"
"327",577,"TXNM0821.4","TXNM0821","Drought","11/18",NA,NA,7,NA,NA,NA,"TXNM0821"
"328",578,"V60-96.3","V60-96","Drought","11/18",NA,NA,10.8,NA,NA,NA,"V60-96"
"329",579,"V60-96.8","V60-96","Control","11/18",NA,NA,5.34,NA,NA,NA,"V60-96"
"330",580,"Vru42.1","Vru42","Drought","11/18",NA,NA,11.3,NA,NA,NA,"Vru42"
"331",581,"Vru42.10","Vru42","Control","11/18",NA,NA,8.42,NA,NA,NA,"Vru42"
"332",582,"9018.3","9018","Drought","11/18",NA,NA,9.5,NA,NA,NA,"9018"
"333",583,"9018.8","9018","Control","11/18",NA,NA,7.8,NA,NA,NA,"9018"
"334",584,"b40-14.6","b40-14","Control","11/18",NA,NA,10,NA,NA,NA,"b40-14"
"335",585,"b42-34.1","b42-34","Drought","11/18",NA,NA,14.3,NA,NA,NA,"b42-34"
"336",586,"b42-34.9","b42-34","Control","11/18",NA,NA,10.9,NA,NA,NA,"b42-34"
"337",587,"NY1.5","NY1","Drought","11/18",NA,NA,8.5,NA,NA,NA,"NY1"
"338",588,"NY1.9","NY1","Control","11/18",NA,NA,9.1,NA,NA,NA,"NY1"
"339",589,"T48.2","T48","Drought","11/18",NA,NA,11.7,NA,NA,NA,"T48"
"340",590,"T48.6","T48","Control","11/18",NA,NA,9.2,NA,NA,NA,"T48"
"341",591,"T52.1","T52","Drought","11/18",NA,NA,6.1,NA,NA,NA,"T52"
"342",592,"T52.6","T52","Control","11/18",NA,NA,6.5,NA,NA,NA,"T52"
"343",593,"TX6704.3","TX6704","Drought","11/18",NA,NA,12,NA,NA,NA,"TX6704"
"344",594,"TX6704.9","TX6704","Control","11/18",NA,NA,5.92,NA,NA,NA,"TX6704"
"345",595,"TXNM0821.3","TXNM0821","Drought","11/18",NA,NA,6.8,NA,NA,NA,"TXNM0821"
"346",596,"TXNM0821.7","TXNM0821","Control","11/18",NA,NA,8.6,NA,NA,NA,"TXNM0821"
"347",597,"V60-96.7","V60-96","Control","11/18",NA,NA,8.4,NA,NA,NA,"V60-96"
"348",598,"Vru42.5","Vru42","Drought","11/18",NA,NA,10.6,NA,NA,NA,"Vru42"
"349",599,"Vru42.6","Vru42","Control","11/18",NA,NA,7.8,NA,NA,NA,"Vru42"
"350",600,"9018.10","9018","Control","11/18",NA,NA,9,NA,NA,NA,"9018"
"351",601,"9018.4","9018","Drought","11/18",NA,NA,9,NA,NA,NA,"9018"
"352",602,"b40-14.3","b40-14","Drought","11/18",NA,NA,14.1,NA,NA,NA,"b40-14"
"353",603,"b40-14.9","b40-14","Control","11/18",NA,NA,10,NA,NA,NA,"b40-14"
"354",604,"b42-34.10","b42-34","Control","11/18",NA,NA,11.5,NA,NA,NA,"b42-34"
"355",605,"b42-34.5","b42-34","Drought","11/18",NA,NA,12.4,NA,NA,NA,"b42-34"
"356",606,"NY1.2","NY1","Drought","11/18",NA,NA,9.1,NA,NA,NA,"NY1"
"357",607,"NY1.8","NY1","Control","11/18",NA,NA,11.05,NA,NA,NA,"NY1"
"358",608,"T52.10","T52","Control","11/18",NA,NA,5.9,NA,NA,NA,"T52"
"359",609,"T52.4","T52","Drought","11/18",NA,NA,8.4,NA,NA,NA,"T52"
"360",610,"TX6704.5","TX6704","Drought","11/18",NA,NA,11.1,NA,NA,NA,"TX6704"
"361",611,"TX6704.8","TX6704","Control","11/18",NA,NA,7.78,NA,NA,NA,"TX6704"
"362",612,"TXNM0821.2","TXNM0821","Drought","11/18",NA,NA,7.6,NA,NA,NA,"TXNM0821"
"363",613,"TXNM0821.9","TXNM0821","Control","11/18",NA,NA,9.43,NA,NA,NA,"TXNM0821"
"364",614,"V60-96.2","V60-96","Drought","11/18",NA,NA,5.27,NA,NA,NA,"V60-96"
"365",615,"V60-96.6","V60-96","Control","11/18",NA,NA,11.9,NA,NA,NA,"V60-96"
"366",616,"Vru42.2","Vru42","Drought","11/18",NA,NA,10.6,NA,NA,NA,"Vru42"
"367",617,"9018.1","9018","Drought","11/18",NA,NA,9.4,NA,NA,NA,"9018"
"368",618,"9018.9","9018","Control","11/18",NA,NA,8.67,NA,NA,NA,"9018"
"369",619,"b40-14.5","b40-14","Drought","11/18",NA,NA,14.8,NA,NA,NA,"b40-14"
"370",620,"b42-34.4","b42-34","Drought","11/18",NA,NA,14.14,NA,NA,NA,"b42-34"
"371",621,"b42-34.7","b42-34","Control","11/18",NA,NA,10.6,NA,NA,NA,"b42-34"
"372",622,"NY1.10","NY1","Control","11/18",NA,NA,7.5,NA,NA,NA,"NY1"
"373",623,"T48.10","T48","Control","11/18",NA,NA,9.34,NA,NA,NA,"T48"
"374",624,"T48.3","T48","Drought","11/18",NA,NA,11.1,NA,NA,NA,"T48"
"375",625,"T52.5","T52","Drought","11/18",NA,NA,9.9,NA,NA,NA,"T52"
"376",626,"T52.8","T52","Control","11/18",NA,NA,6.6,NA,NA,NA,"T52"
"377",627,"TX6704.2","TX6704","Drought","11/18",NA,NA,11,NA,NA,NA,"TX6704"
"378",628,"TX6704.7","TX6704","Control","11/18",NA,NA,7.7,NA,NA,NA,"TX6704"
"379",629,"TXNM0821.5","TXNM0821","Control","11/18",NA,NA,8.6,NA,NA,NA,"TXNM0821"
"380",630,"TXNM0821.8","TXNM0821","Drought","11/18",NA,NA,9.1,NA,NA,NA,"TXNM0821"
"381",631,"V60-96.4","V60-96","Drought","11/18",NA,NA,14.5,NA,NA,NA,"V60-96"
"382",632,"Vru42.3","Vru42","Drought","11/18",NA,NA,10.5,NA,NA,NA,"Vru42"
"383",633,"Vru42.9","Vru42","Control","11/18",NA,NA,10.42,NA,NA,NA,"Vru42"
"384",634,"NY1.3","NY1","Drought","11/18",NA,NA,11.1,NA,NA,NA,"NY1"
"385",635,"NY1.7","NY1","Control","11/18",NA,NA,8.4,NA,NA,NA,"NY1"
"386",636,"T48.5","T48","Drought","11/18",NA,NA,12.8,NA,NA,NA,"T48"
"387",637,"V60-96.10","V60-96","Control","11/18",NA,NA,10.1,NA,NA,NA,"V60-96"
"388",638,"V60-96.5","V60-96","Drought","11/18",NA,NA,10.5,NA,NA,NA,"V60-96"
"389",639,"Vru42.7","Vru42","Control","11/18",NA,NA,9.48,NA,NA,NA,"Vru42"
"390",640,"9031.5","9031","Drought","12/01-03",NA,NA,12.4,73.52083333,NA,NA,"9031"
"391",641,"NY1.1","NY1","Drought","12/01-03",NA,NA,9.9,73.09791667,NA,NA,"NY1"
"392",642,"NY1.6","NY1","Control","12/01-03",NA,NA,9.5,NA,NA,NA,"NY1"
"393",643,"Vru42.1","Vru42","Drought","12/01-03",NA,NA,9.5,NA,NA,NA,"Vru42"
"394",644,"Vru42.10","Vru42","Control","12/01-03",NA,NA,10.1,46.46993056,NA,NA,"Vru42"
"395",645,"9018.8","9018","Control","12/01-03",NA,NA,6.7,80.44493056,NA,NA,"9018"
"396",646,"9031.7","9031","Control","12/01-03",NA,NA,8.6,39.38868056,NA,NA,"9031"
"397",647,"9035.2","9035","Drought","12/01-03",NA,NA,7.3,56.35576389,NA,NA,"9035"
"398",648,"b40-14.2","b40-14","Drought","12/01-03",NA,NA,9.8,NA,NA,NA,"b40-14"
"399",649,"NY1.9","NY1","Control","12/01-03",NA,NA,6,64.49631944,NA,NA,"NY1"
"400",650,"TX6704.3","TX6704","Drought","12/01-03",NA,NA,9.1,39.56972222,NA,NA,"TX6704"
"401",651,"TX6704.9","TX6704","Control","12/01-03",NA,NA,8.3,34.85569444,NA,NA,"TX6704"
"402",652,"9031.10","9031","Control","12/01-03",NA,NA,8.4,NA,NA,NA,"9031"
"403",653,"b40-14.10","b40-14","Control","12/01-03",NA,NA,7.6,NA,NA,NA,"b40-14"
"404",654,"Vru42.1","Vru42","Drought","12/01-03",NA,NA,6.2,NA,NA,NA,"Vru42"
"405",655,"9035.1","9035","Drought","12/01-03",NA,NA,6.9,73.83138889,NA,NA,"9035"
"406",656,"b42-34.5","b42-34","Drought","12/01-03",NA,NA,9.5,47.77784722,NA,NA,"b42-34"
"407",657,"TX6704.8","TX6704","Control","12/01-03",NA,NA,8.4,56.59263889,NA,NA,"TX6704"
"408",658,"Vru42.2","Vru42","Drought","12/01-03",NA,NA,11,34.48708333,NA,NA,"Vru42"
"409",659,"9031.1","9031","Drought","12/01-03",NA,NA,11.1,61.04465278,NA,NA,"9031"
"410",660,"b40-14.5","b40-14","Drought","12/01-03",NA,NA,10.5,40.17444444,NA,NA,"b40-14"
"411",661,"b42-34.4","b42-34","Drought","12/01-03",NA,NA,11.5,NA,NA,NA,"b42-34"
"412",662,"NY1.4","NY1","Drought","12/01-03",NA,NA,8,69.75888889,NA,NA,"NY1"
"413",663,"T52.5","T52","Drought","12/01-03",NA,NA,12.5,39.11673611,NA,NA,"T52"
"414",664,"TX6704.2","TX6704","Drought","12/01-03",NA,NA,7.5,53.40805556,NA,NA,"TX6704"
"415",665,"TX6704.7","TX6704","Control","12/01-03",NA,NA,5.2,23.13902778,NA,NA,"TX6704"
"416",666,"Vru42.3","Vru42","Drought","12/01-03",NA,NA,9,28.69763889,NA,NA,"Vru42"
"417",667,"9035.4","9035","Drought","12/01-03",NA,NA,8.9,195.7133333,NA,NA,"9035"
"418",668,"TX6704.4","TX6704","Drought","12/01-03",NA,NA,13.2,29.22180556,NA,NA,"TX6704"
"419",669,"T52.10","T52","Control","12/01-03",NA,NA,5,NA,NA,NA,"T52"
"420",670,"V60-96.2","V60-96","Drought","12/01-03",NA,NA,8.6,NA,NA,NA,"V60-96"
"421",671,"9018.9","9018","Control","12/01-03",NA,NA,6,NA,NA,NA,"9018"
"422",672,"TXNM0821.8","TXNM0821","Drought","12/01-03",NA,NA,9.4,NA,NA,NA,"TXNM0821"
"423",673,"b40-14.8","b40-14","Control","12/01-03",NA,NA,7.5,NA,NA,NA,"b40-14"
"424",674,"T48.9","T48","Control","12/01-03",NA,NA,7.6,NA,NA,NA,"T48"
"425",675,"9031.9","9031","Control","12/11-18",NA,NA,8.1,42.55381944,50.40680556,66.0625,"9031"
"426",676,"Vru42.2","Vru42","Drought","12/11-18",NA,NA,9.3,17.69347222,30.50326389,28.59298611,"Vru42"
"427",677,"9031.1","9031","Drought","12/11-18",NA,NA,11,NA,NA,51.13694444,"9031"
"428",678,"b40-14.5","b40-14","Drought","12/11-18",NA,NA,11.5,NA,NA,45.11263889,"b40-14"
"429",679,"b42-34.4","b42-34","Drought","12/11-18",NA,NA,10.3,NA,NA,40.74243056,"b42-34"
"430",680,"TX6704.2","TX6704","Drought","12/11-18",NA,NA,10,NA,15.89694444,NA,"TX6704"
"431",681,"b42-34.4","b42-34","Drought","12/11-18",NA,NA,10.9,37.25333333,35.11347222,41.78444444,"b42-34"
"432",682,"9031.3","9031","Drought","12/11-18",NA,NA,14.2,35.78493056,40.27215278,39.86368056,"9031"
"433",683,"b40-14.8","b40-14","Control","12/11-18",NA,NA,3,38.99833333,43.19840278,NA,"b40-14"
"434",684,"TX6704.4","TX6704","Drought","12/11-18",NA,NA,13.1,22.66729167,28.94979167,26.70881944,"TX6704"
"435",685,"Vru42.4","Vru42","Drought","12/11-18",NA,NA,12.8,20.39006944,15.06354167,27.68916667,"Vru42"
"436",686,"Vru42.7","Vru42","Control","12/11-18",NA,NA,6.8,32.92847222,36.14375,37.49631944,"Vru42"
