"","ID","Genotype","Treatment","Date","LWP","SWP","PD","LWP.area","SWP.area","PD.area","species_geno"
"948","TXNM0821.2","TXNM0821","Drought",12.15,NA,NA,NA,NA,NA,NA,"TXNM0821"
"949","TXNM0821.9","TXNM0821","Control",12.15,NA,NA,NA,NA,NA,NA,"TXNM0821"
"950","V60-96.2","V60-96","Drought",12.15,NA,NA,NA,NA,NA,NA,"V60-96"
"951","V60-96.6","V60-96","Control",12.15,NA,NA,NA,NA,NA,NA,"V60-96"
"952","Vru42.2","Vru42","Drought",12.15,NA,NA,NA,NA,NA,NA,"Vru42"
"953","Vru42.8","Vru42","Control",12.15,NA,NA,NA,NA,NA,NA,"Vru42"
"954","9018.1","9018","Drought",12.15,NA,NA,NA,NA,NA,NA,"9018"
"955","9018.9","9018","Control",12.15,NA,NA,NA,NA,NA,NA,"9018"
"956","b40-14.5","b40-14","Drought",12.15,NA,NA,NA,NA,NA,NA,"b40-14"
"957","b40-14.7","b40-14","Control",12.15,NA,NA,NA,NA,NA,NA,"b40-14"
"958","b42-34.4","b42-34","Drought",12.15,NA,NA,NA,NA,NA,NA,"b42-34"
"959","b42-34.7","b42-34","Control",12.15,NA,NA,NA,NA,NA,NA,"b42-34"
"960","NY1.10","NY1","Control",12.15,NA,NA,NA,NA,NA,NA,"NY1"
"961","NY1.4","NY1","Drought",12.15,NA,NA,NA,NA,NA,NA,"NY1"
"962","T48.10","T48","Control",12.15,NA,NA,NA,NA,NA,NA,"T48"
"963","T48.3","T48","Drought",12.15,NA,NA,NA,NA,NA,NA,"T48"
"964","T52.5","T52","Drought",12.15,NA,NA,NA,NA,NA,NA,"T52"
"965","T52.8","T52","Control",12.15,NA,NA,NA,NA,NA,NA,"T52"
"966","TXNM0821.1","TXNM0821","Drought",12.15,NA,NA,NA,NA,NA,NA,"TXNM0821"
"967","TXNM0821.5","TXNM0821","Control",12.15,NA,NA,NA,NA,NA,NA,"TXNM0821"
"968","TXNM0821.8","TXNM0821","Drought",12.15,NA,NA,NA,NA,NA,NA,"TXNM0821"
"969","V60-96.4","V60-96","Drought",12.15,NA,NA,NA,NA,NA,NA,"V60-96"
"970","V60-96.9","V60-96","Control",12.15,NA,NA,NA,NA,NA,NA,"V60-96"
"971","Vru42.3","Vru42","Drought",12.15,NA,NA,NA,NA,NA,NA,"Vru42"
"972","Vru42.9","Vru42","Control",12.15,NA,NA,NA,NA,NA,NA,"Vru42"
"973","9018.2","9018","Drought",12.15,NA,NA,NA,NA,NA,NA,"9018"
"974","9018.7","9018","Control",12.15,NA,NA,NA,NA,NA,NA,"9018"
"975","b40-14.4","b40-14","Drought",12.15,NA,NA,NA,NA,NA,NA,"b40-14"
"976","b40-14.8","b40-14","Control",12.15,NA,NA,NA,NA,NA,NA,"b40-14"
"977","b42-34.3","b42-34","Drought",12.15,NA,NA,NA,NA,NA,NA,"b42-34"
"978","b42-34.8","b42-34","Control",12.15,NA,NA,NA,NA,NA,NA,"b42-34"
"979","NY1.3","NY1","Drought",12.15,NA,NA,NA,NA,NA,NA,"NY1"
"980","NY1.7","NY1","Control",12.15,NA,NA,NA,NA,NA,NA,"NY1"
"981","T48.5","T48","Drought",12.15,NA,NA,NA,NA,NA,NA,"T48"
"982","T48.9","T48","Control",12.15,NA,NA,NA,NA,NA,NA,"T48"
"983","T52.2","T52","Drought",12.15,NA,NA,NA,NA,NA,NA,"T52"
"984","T52.9","T52","Control",12.15,NA,NA,NA,NA,NA,NA,"T52"
"985","TXNM0821.6","TXNM0821","Control",12.15,NA,NA,NA,NA,NA,NA,"TXNM0821"
"986","V60-96.10","V60-96","Control",12.15,NA,NA,NA,NA,NA,NA,"V60-96"
"987","V60-96.5","V60-96","Drought",12.15,NA,NA,NA,NA,NA,NA,"V60-96"
"988","Vru42.4","Vru42","Drought",12.15,NA,NA,NA,NA,NA,NA,"Vru42"
"989","Vru42.7","Vru42","Control",12.15,NA,NA,NA,NA,NA,NA,"Vru42"
"990","9018.5","9018","Drought",12.16,NA,NA,NA,NA,NA,NA,"9018"
"991","9018.6","9018","Control",12.16,NA,NA,NA,NA,NA,NA,"9018"
"992","b40-14.1","b40-14","Drought",12.16,NA,NA,NA,NA,NA,NA,"b40-14"
"993","b40-14.10","b40-14","Control",12.16,NA,NA,NA,NA,NA,NA,"b40-14"
"994","b42-34.2","b42-34","Drought",12.16,NA,NA,NA,NA,NA,NA,"b42-34"
"995","b42-34.6","b42-34","Control",12.16,NA,NA,NA,NA,NA,NA,"b42-34"
"996","NY1.1","NY1","Drought",12.16,NA,NA,NA,NA,NA,NA,"NY1"
"997","NY1.6","NY1","Control",12.16,NA,NA,NA,NA,NA,NA,"NY1"
"998","T48.4","T48","Drought",12.16,NA,NA,NA,NA,NA,NA,"T48"
"999","T48.7","T48","Control",12.16,NA,NA,NA,NA,NA,NA,"T48"
"1000","T52.3","T52","Drought",12.16,NA,NA,NA,NA,NA,NA,"T52"
"1001","T52.7","T52","Control",12.16,NA,NA,NA,NA,NA,NA,"T52"
"1002","TXNM0821.10","TXNM0821","Control",12.16,NA,NA,NA,NA,NA,NA,"TXNM0821"
"1003","TXNM0821.4","TXNM0821","Drought",12.16,NA,NA,NA,NA,NA,NA,"TXNM0821"
"1004","V60-96.3","V60-96","Drought",12.16,NA,NA,NA,NA,NA,NA,"V60-96"
"1005","V60-96.8","V60-96","Control",12.16,NA,NA,NA,NA,NA,NA,"V60-96"
"1006","Vru42.1","Vru42","Drought",12.16,NA,NA,NA,NA,NA,NA,"Vru42"
"1007","Vru42.10","Vru42","Control",12.16,NA,NA,NA,NA,NA,NA,"Vru42"
"1008","9018.3","9018","Drought",12.16,NA,NA,NA,NA,NA,NA,"9018"
"1009","9018.8","9018","Control",12.16,NA,NA,NA,NA,NA,NA,"9018"
"1010","b40-14.2","b40-14","Drought",12.16,NA,NA,NA,NA,NA,NA,"b40-14"
"1011","b40-14.6","b40-14","Control",12.16,NA,NA,NA,NA,NA,NA,"b40-14"
"1012","b42-34.1","b42-34","Drought",12.16,NA,NA,NA,NA,NA,NA,"b42-34"
"1013","b42-34.9","b42-34","Control",12.16,NA,NA,NA,NA,NA,NA,"b42-34"
"1014","NY1.5","NY1","Drought",12.16,NA,NA,NA,NA,NA,NA,"NY1"
"1015","NY1.9","NY1","Control",12.16,NA,NA,NA,NA,NA,NA,"NY1"
"1016","T48.2","T48","Drought",12.16,NA,NA,NA,NA,NA,NA,"T48"
"1017","T48.6","T48","Control",12.16,NA,NA,NA,NA,NA,NA,"T48"
"1018","T52.1","T52","Drought",12.16,NA,NA,NA,NA,NA,NA,"T52"
"1019","T52.6","T52","Control",12.16,NA,NA,NA,NA,NA,NA,"T52"
"1020","TXNM0821.3","TXNM0821","Drought",12.16,NA,NA,NA,NA,NA,NA,"TXNM0821"
"1021","TXNM0821.7","TXNM0821","Control",12.16,NA,NA,NA,NA,NA,NA,"TXNM0821"
"1022","V60-96.1","V60-96","Drought",12.16,NA,NA,NA,NA,NA,NA,"V60-96"
"1023","V60-96.7","V60-96","Control",12.16,NA,NA,NA,NA,NA,NA,"V60-96"
"1024","Vru42.5","Vru42","Drought",12.16,NA,NA,NA,NA,NA,NA,"Vru42"
"1025","Vru42.6","Vru42","Control",12.16,NA,NA,NA,NA,NA,NA,"Vru42"
"1026","9018.1","9018","Drought",12.16,NA,NA,NA,NA,NA,NA,"9018"
"1027","9018.9","9018","Control",12.16,NA,NA,NA,NA,NA,NA,"9018"
"1028","b40-14.5","b40-14","Drought",12.16,NA,NA,NA,NA,NA,NA,"b40-14"
"1029","b40-14.7","b40-14","Control",12.16,NA,NA,NA,NA,NA,NA,"b40-14"
"1030","b42-34.4","b42-34","Drought",12.16,NA,NA,NA,NA,NA,NA,"b42-34"
"1031","b42-34.7","b42-34","Control",12.16,NA,NA,NA,NA,NA,NA,"b42-34"
"1032","NY1.10","NY1","Control",12.16,NA,NA,NA,NA,NA,NA,"NY1"
"1033","NY1.4","NY1","Drought",12.16,NA,NA,NA,NA,NA,NA,"NY1"
"1034","T48.10","T48","Control",12.16,NA,NA,NA,NA,NA,NA,"T48"
"1035","T48.3","T48","Drought",12.16,NA,NA,NA,NA,NA,NA,"T48"
"1036","T52.5","T52","Drought",12.16,NA,NA,NA,NA,NA,NA,"T52"
"1037","T52.8","T52","Control",12.16,NA,NA,NA,NA,NA,NA,"T52"
"1038","TXNM0821.1","TXNM0821","Drought",12.16,NA,NA,NA,NA,NA,NA,"TXNM0821"
"1039","TXNM0821.5","TXNM0821","Control",12.16,NA,NA,NA,NA,NA,NA,"TXNM0821"
"1040","TXNM0821.8","TXNM0821","Drought",12.16,NA,NA,NA,NA,NA,NA,"TXNM0821"
"1041","V60-96.4","V60-96","Drought",12.16,NA,NA,NA,NA,NA,NA,"V60-96"
"1042","V60-96.9","V60-96","Control",12.16,NA,NA,NA,NA,NA,NA,"V60-96"
"1043","Vru42.3","Vru42","Drought",12.16,NA,NA,NA,NA,NA,NA,"Vru42"
"1044","Vru42.9","Vru42","Control",12.16,NA,NA,NA,NA,NA,NA,"Vru42"
"1045","9018.2","9018","Drought",12.16,NA,NA,NA,NA,NA,NA,"9018"
"1046","9018.7","9018","Control",12.16,NA,NA,NA,NA,NA,NA,"9018"
"1047","b40-14.4","b40-14","Drought",12.16,NA,NA,NA,NA,NA,NA,"b40-14"
"1048","b40-14.8","b40-14","Control",12.16,NA,NA,NA,NA,NA,NA,"b40-14"
"1049","b42-34.3","b42-34","Drought",12.16,NA,NA,NA,NA,NA,NA,"b42-34"
"1050","b42-34.8","b42-34","Control",12.16,NA,NA,NA,NA,NA,NA,"b42-34"
"1051","NY1.3","NY1","Drought",12.16,NA,NA,NA,NA,NA,NA,"NY1"
"1052","NY1.7","NY1","Control",12.16,NA,NA,NA,NA,NA,NA,"NY1"
"1053","T48.5","T48","Drought",12.16,NA,NA,NA,NA,NA,NA,"T48"
"1054","T48.9","T48","Control",12.16,NA,NA,NA,NA,NA,NA,"T48"
"1055","T52.2","T52","Drought",12.16,NA,NA,NA,NA,NA,NA,"T52"
"1056","T52.9","T52","Control",12.16,NA,NA,NA,NA,NA,NA,"T52"
"1057","TXNM0821.6","TXNM0821","Control",12.16,NA,NA,NA,NA,NA,NA,"TXNM0821"
"1058","V60-96.10","V60-96","Control",12.16,NA,NA,NA,NA,NA,NA,"V60-96"
"1059","V60-96.5","V60-96","Drought",12.16,NA,NA,NA,NA,NA,NA,"V60-96"
"1060","Vru42.4","Vru42","Drought",12.16,NA,NA,NA,NA,NA,NA,"Vru42"
"1061","Vru42.7","Vru42","Control",12.16,NA,NA,NA,NA,NA,NA,"Vru42"
"1062","9018.5","9018","Drought",12.18,NA,NA,NA,NA,NA,NA,"9018"
"1063","9018.6","9018","Control",12.18,NA,NA,NA,NA,NA,NA,"9018"
"1064","b40-14.1","b40-14","Drought",12.18,NA,NA,NA,NA,NA,NA,"b40-14"
"1065","b40-14.10","b40-14","Control",12.18,NA,NA,NA,NA,NA,NA,"b40-14"
"1066","b42-34.2","b42-34","Drought",12.18,NA,NA,NA,NA,NA,NA,"b42-34"
"1067","b42-34.6","b42-34","Control",12.18,NA,NA,NA,NA,NA,NA,"b42-34"
"1068","NY1.1","NY1","Drought",12.18,NA,NA,NA,NA,NA,NA,"NY1"
"1069","NY1.6","NY1","Control",12.18,NA,NA,NA,NA,NA,NA,"NY1"
"1070","T48.4","T48","Drought",12.18,NA,NA,NA,NA,NA,NA,"T48"
"1071","T48.7","T48","Control",12.18,NA,NA,NA,NA,NA,NA,"T48"
"1072","T52.3","T52","Drought",12.18,NA,NA,NA,NA,NA,NA,"T52"
"1073","T52.7","T52","Control",12.18,NA,NA,NA,NA,NA,NA,"T52"
"1074","TXNM0821.10","TXNM0821","Control",12.18,NA,NA,NA,NA,NA,NA,"TXNM0821"
"1075","TXNM0821.4","TXNM0821","Drought",12.18,NA,NA,NA,NA,NA,NA,"TXNM0821"
"1076","V60-96.3","V60-96","Drought",12.18,NA,NA,NA,NA,NA,NA,"V60-96"
"1077","V60-96.8","V60-96","Control",12.18,NA,NA,NA,NA,NA,NA,"V60-96"
"1078","Vru42.1","Vru42","Drought",12.18,NA,NA,NA,NA,NA,NA,"Vru42"
"1079","Vru42.10","Vru42","Control",12.18,NA,NA,NA,NA,NA,NA,"Vru42"
"1080","9018.3","9018","Drought",12.18,NA,NA,NA,NA,NA,NA,"9018"
"1081","9018.8","9018","Control",12.18,NA,NA,NA,NA,NA,NA,"9018"
"1082","b40-14.2","b40-14","Drought",12.18,NA,NA,NA,NA,NA,NA,"b40-14"
"1083","b40-14.6","b40-14","Control",12.18,NA,NA,NA,NA,NA,NA,"b40-14"
"1084","b42-34.1","b42-34","Drought",12.18,NA,NA,NA,NA,NA,NA,"b42-34"
"1085","b42-34.9","b42-34","Control",12.18,NA,NA,NA,NA,NA,NA,"b42-34"
"1086","NY1.5","NY1","Drought",12.18,NA,NA,NA,NA,NA,NA,"NY1"
"1087","NY1.9","NY1","Control",12.18,NA,NA,NA,NA,NA,NA,"NY1"
"1088","T48.2","T48","Drought",12.18,NA,NA,NA,NA,NA,NA,"T48"
"1089","T48.6","T48","Control",12.18,NA,NA,NA,NA,NA,NA,"T48"
"1090","T52.1","T52","Drought",12.18,NA,NA,NA,NA,NA,NA,"T52"
"1091","T52.6","T52","Control",12.18,NA,NA,NA,NA,NA,NA,"T52"
"1092","TXNM0821.3","TXNM0821","Drought",12.18,NA,NA,NA,NA,NA,NA,"TXNM0821"
"1093","TXNM0821.7","TXNM0821","Control",12.18,NA,NA,NA,NA,NA,NA,"TXNM0821"
"1094","V60-96.1","V60-96","Drought",12.18,NA,NA,NA,NA,NA,NA,"V60-96"
"1095","V60-96.7","V60-96","Control",12.18,NA,NA,NA,NA,NA,NA,"V60-96"
"1096","Vru42.5","Vru42","Drought",12.18,NA,NA,NA,NA,NA,NA,"Vru42"
"1097","Vru42.6","Vru42","Control",12.18,NA,NA,NA,NA,NA,NA,"Vru42"
"1098","9018.10","9018","Control",12.18,NA,NA,NA,NA,NA,NA,"9018"
"1099","9018.4","9018","Drought",12.18,NA,NA,NA,NA,NA,NA,"9018"
"1100","b40-14.3","b40-14","Drought",12.18,NA,NA,NA,NA,NA,NA,"b40-14"
"1101","b40-14.9","b40-14","Control",12.18,NA,NA,NA,NA,NA,NA,"b40-14"
"1102","b42-34.10","b42-34","Control",12.18,NA,NA,NA,NA,NA,NA,"b42-34"
"1103","b42-34.5","b42-34","Drought",12.18,NA,NA,NA,NA,NA,NA,"b42-34"
"1104","NY1.2","NY1","Drought",12.18,NA,NA,NA,NA,NA,NA,"NY1"
"1105","NY1.8","NY1","Control",12.18,NA,NA,NA,NA,NA,NA,"NY1"
"1106","T48.1","T48","Drought",12.18,NA,NA,NA,NA,NA,NA,"T48"
"1107","T48.8","T48","Control",12.18,NA,NA,NA,NA,NA,NA,"T48"
"1108","T52.10","T52","Control",12.18,NA,NA,NA,NA,NA,NA,"T52"
"1109","T52.4","T52","Drought",12.18,NA,NA,NA,NA,NA,NA,"T52"
"1110","TXNM0821.2","TXNM0821","Drought",12.18,NA,NA,NA,NA,NA,NA,"TXNM0821"
"1111","TXNM0821.9","TXNM0821","Control",12.18,NA,NA,NA,NA,NA,NA,"TXNM0821"
"1112","V60-96.2","V60-96","Drought",12.18,NA,NA,NA,NA,NA,NA,"V60-96"
"1113","V60-96.6","V60-96","Control",12.18,NA,NA,NA,NA,NA,NA,"V60-96"
"1114","Vru42.2","Vru42","Drought",12.18,NA,NA,NA,NA,NA,NA,"Vru42"
"1115","Vru42.8","Vru42","Control",12.18,NA,NA,NA,NA,NA,NA,"Vru42"
"1116","9018.1","9018","Drought",12.18,NA,NA,NA,NA,NA,NA,"9018"
"1117","9018.9","9018","Control",12.18,NA,NA,NA,NA,NA,NA,"9018"
"1118","b40-14.5","b40-14","Drought",12.18,NA,NA,NA,NA,NA,NA,"b40-14"
"1119","b40-14.7","b40-14","Control",12.18,NA,NA,NA,NA,NA,NA,"b40-14"
"1120","b42-34.7","b42-34","Control",12.18,NA,NA,NA,NA,NA,NA,"b42-34"
"1121","NY1.10","NY1","Control",12.18,NA,NA,NA,NA,NA,NA,"NY1"
"1122","NY1.4","NY1","Drought",12.18,NA,NA,NA,NA,NA,NA,"NY1"
"1123","T48.10","T48","Control",12.18,NA,NA,NA,NA,NA,NA,"T48"
"1124","T48.3","T48","Drought",12.18,NA,NA,NA,NA,NA,NA,"T48"
"1125","T52.5","T52","Drought",12.18,NA,NA,NA,NA,NA,NA,"T52"
"1126","T52.8","T52","Control",12.18,NA,NA,NA,NA,NA,NA,"T52"
"1127","TXNM0821.1","TXNM0821","Drought",12.18,NA,NA,NA,NA,NA,NA,"TXNM0821"
"1128","TXNM0821.5","TXNM0821","Control",12.18,NA,NA,NA,NA,NA,NA,"TXNM0821"
"1129","TXNM0821.8","TXNM0821","Drought",12.18,NA,NA,NA,NA,NA,NA,"TXNM0821"
"1130","V60-96.9","V60-96","Control",12.18,NA,NA,NA,NA,NA,NA,"V60-96"
"1131","Vru42.3","Vru42","Drought",12.18,NA,NA,NA,NA,NA,NA,"Vru42"
"1132","Vru42.9","Vru42","Control",12.18,NA,NA,NA,NA,NA,NA,"Vru42"
"1133","b40-14.4","b40-14","Drought",12.18,NA,NA,NA,NA,NA,NA,"b40-14"
"1134","b42-34.3","b42-34","Drought",12.18,NA,NA,NA,32.778125,44.44284722,33.14340278,"b42-34"
"1135","NY1.3","NY1","Drought",12.18,NA,NA,NA,35.12020833,NA,48.14743056,"NY1"
"1136","9018.5","9018","Drought",12.17,NA,NA,NA,NA,NA,NA,"9018"
"1137","9018.6","9018","Control",12.17,NA,NA,NA,NA,NA,NA,"9018"
"1138","b40-14.1","b40-14","Drought",12.17,NA,NA,NA,NA,NA,NA,"b40-14"
"1139","b40-14.10","b40-14","Control",12.17,NA,NA,NA,NA,NA,NA,"b40-14"
"1140","b42-34.2","b42-34","Drought",12.17,NA,NA,NA,NA,NA,NA,"b42-34"
"1141","b42-34.6","b42-34","Control",12.17,NA,NA,NA,NA,NA,NA,"b42-34"
"1142","NY1.1","NY1","Drought",12.17,NA,NA,NA,NA,NA,NA,"NY1"
"1143","NY1.6","NY1","Control",12.17,NA,NA,NA,NA,NA,NA,"NY1"
"1144","T48.4","T48","Drought",12.17,NA,NA,NA,NA,NA,NA,"T48"
"1145","T48.7","T48","Control",12.17,NA,NA,NA,NA,NA,NA,"T48"
"1146","T52.3","T52","Drought",12.17,NA,NA,NA,NA,NA,NA,"T52"
"1147","T52.7","T52","Control",12.17,NA,NA,NA,NA,NA,NA,"T52"
"1148","TXNM0821.10","TXNM0821","Control",12.17,NA,NA,NA,NA,NA,NA,"TXNM0821"
"1149","TXNM0821.4","TXNM0821","Drought",12.17,NA,NA,NA,NA,NA,NA,"TXNM0821"
"1150","V60-96.3","V60-96","Drought",12.17,NA,NA,NA,NA,NA,NA,"V60-96"
"1151","V60-96.8","V60-96","Control",12.17,NA,NA,NA,NA,NA,NA,"V60-96"
"1152","Vru42.1","Vru42","Drought",12.17,NA,NA,NA,NA,NA,NA,"Vru42"
"1153","Vru42.10","Vru42","Control",12.17,NA,NA,NA,NA,NA,NA,"Vru42"
"1154","9018.3","9018","Drought",12.17,NA,NA,NA,NA,NA,NA,"9018"
"1155","9018.8","9018","Control",12.17,NA,NA,NA,NA,NA,NA,"9018"
"1156","b40-14.2","b40-14","Drought",12.17,NA,NA,NA,NA,NA,NA,"b40-14"
"1157","b40-14.6","b40-14","Control",12.17,NA,NA,NA,NA,NA,NA,"b40-14"
"1158","b42-34.1","b42-34","Drought",12.17,NA,NA,NA,NA,NA,NA,"b42-34"
"1159","b42-34.9","b42-34","Control",12.17,NA,NA,NA,NA,NA,NA,"b42-34"
"1160","NY1.5","NY1","Drought",12.17,NA,NA,NA,NA,NA,NA,"NY1"
"1161","NY1.9","NY1","Control",12.17,NA,NA,NA,NA,NA,NA,"NY1"
"1162","T48.2","T48","Drought",12.17,NA,NA,NA,NA,NA,NA,"T48"
"1163","T48.6","T48","Control",12.17,NA,NA,NA,NA,NA,NA,"T48"
"1164","T52.1","T52","Drought",12.17,NA,NA,NA,NA,NA,NA,"T52"
"1165","T52.6","T52","Control",12.17,NA,NA,NA,NA,NA,NA,"T52"
"1166","TXNM0821.3","TXNM0821","Drought",12.17,NA,NA,NA,NA,NA,NA,"TXNM0821"
"1167","TXNM0821.7","TXNM0821","Control",12.17,NA,NA,NA,NA,NA,NA,"TXNM0821"
"1168","V60-96.1","V60-96","Drought",12.17,NA,NA,NA,NA,NA,NA,"V60-96"
"1169","V60-96.7","V60-96","Control",12.17,NA,NA,NA,NA,NA,NA,"V60-96"
"1170","Vru42.5","Vru42","Drought",12.17,NA,NA,NA,NA,NA,NA,"Vru42"
"1171","Vru42.6","Vru42","Control",12.17,NA,NA,NA,NA,NA,NA,"Vru42"
"1172","9018.10","9018","Control",12.17,NA,NA,NA,NA,NA,NA,"9018"
"1173","9018.4","9018","Drought",12.17,NA,NA,NA,NA,NA,NA,"9018"
"1174","b40-14.3","b40-14","Drought",12.17,NA,NA,NA,NA,NA,NA,"b40-14"
"1175","b40-14.9","b40-14","Control",12.17,NA,NA,NA,NA,NA,NA,"b40-14"
"1176","b42-34.10","b42-34","Control",12.17,NA,NA,NA,NA,NA,NA,"b42-34"
"1177","b42-34.5","b42-34","Drought",12.17,NA,NA,NA,NA,NA,NA,"b42-34"
"1178","NY1.2","NY1","Drought",12.17,NA,NA,NA,NA,NA,NA,"NY1"
"1179","NY1.8","NY1","Control",12.17,NA,NA,NA,NA,NA,NA,"NY1"
"1180","T48.1","T48","Drought",12.17,NA,NA,NA,NA,NA,NA,"T48"
"1181","T48.8","T48","Control",12.17,NA,NA,NA,NA,NA,NA,"T48"
"1182","T52.10","T52","Control",12.17,NA,NA,NA,NA,NA,NA,"T52"
"1183","T52.4","T52","Drought",12.17,NA,NA,NA,NA,NA,NA,"T52"
"1184","TXNM0821.2","TXNM0821","Drought",12.17,NA,NA,NA,NA,NA,NA,"TXNM0821"
"1185","TXNM0821.9","TXNM0821","Control",12.17,NA,NA,NA,NA,NA,NA,"TXNM0821"
"1186","V60-96.2","V60-96","Drought",12.17,NA,NA,NA,NA,NA,NA,"V60-96"
"1187","V60-96.6","V60-96","Control",12.17,NA,NA,NA,NA,NA,NA,"V60-96"
"1188","Vru42.2","Vru42","Drought",12.17,NA,NA,NA,NA,NA,NA,"Vru42"
"1189","Vru42.8","Vru42","Control",12.17,NA,NA,NA,NA,NA,NA,"Vru42"
"1190","V60-96.4","V60-96","Drought",12.17,NA,NA,NA,NA,NA,NA,"V60-96"
"1191","9018.2","9018","Drought",12.17,NA,NA,NA,NA,NA,NA,"9018"
"1192","9018.7","9018","Control",12.17,NA,NA,NA,NA,NA,NA,"9018"
"1193","b40-14.4","b40-14","Drought",12.17,NA,NA,NA,NA,NA,NA,"b40-14"
"1194","b40-14.8","b40-14","Control",12.17,NA,NA,NA,NA,NA,NA,"b40-14"
"1195","b42-34.3","b42-34","Drought",12.17,NA,NA,NA,NA,NA,NA,"b42-34"
"1196","b42-34.8","b42-34","Control",12.17,NA,NA,NA,NA,NA,NA,"b42-34"
"1197","NY1.3","NY1","Drought",12.17,NA,NA,NA,NA,NA,NA,"NY1"
"1198","NY1.7","NY1","Control",12.17,NA,NA,NA,NA,NA,NA,"NY1"
"1199","T48.5","T48","Drought",12.17,NA,NA,NA,NA,NA,NA,"T48"
"1200","T48.9","T48","Control",12.17,NA,NA,NA,NA,NA,NA,"T48"
"1201","T52.2","T52","Drought",12.17,NA,NA,NA,NA,NA,NA,"T52"
"1202","T52.9","T52","Control",12.17,NA,NA,NA,NA,NA,NA,"T52"
"1203","TXNM0821.6","TXNM0821","Control",12.17,NA,NA,NA,NA,NA,NA,"TXNM0821"
"1204","V60-96.10","V60-96","Control",12.17,NA,NA,NA,NA,NA,NA,"V60-96"
"1205","V60-96.5","V60-96","Drought",12.17,NA,NA,NA,NA,NA,NA,"V60-96"
"1206","Vru42.4","Vru42","Drought",12.17,NA,NA,NA,NA,NA,NA,"Vru42"
"1207","Vru42.7","Vru42","Control",12.17,NA,NA,NA,NA,NA,NA,"Vru42"
