"Species","species_geno","Genotype","Treatment","Porosity","SpongyV_TotalMesophyllV","PalisadeV_TotalMesophyllV","SpongyV_PalisadeV","Leaf_Width_um","Mesophyll_Width_um","mean_Porosity","sem_Porosity","mean_SpongyV_TotalMesophyllV","sem_SpongyV_TotalMesophyllV","mean_PalisadeV_TotalMesophyllV","sem_PalisadeV_TotalMesophyllV","mean_SpongyV_PalisadeV","sem_SpongyV_PalisadeV","mean_Leaf_Width_um","sem_Leaf_Width_um","mean_Mesophyll_Width_um","sem_Mesophyll_Width_um","p_value_Porosity","p_value_SpongyV_TotalMesophyllV","p_value_PalisadeV_TotalMesophyllV","p_value_SpongyV_PalisadeV","p_value_Leaf_Width_um","p_value_Mesophyll_Width_um"
"mustangensis","mustangensis_T48","T48","Control",0.3836021823,0.2650819972,0.3513158205,0.7545404499,222.9132691,176.8832916,0.37923059,0.0165875329354966,0.2716553969,0.0132265313503786,0.3491140131,0.00979296335791431,0.780077287,0.0440023996358914,203.76658695,8.29711375892433,161.922278375,6.75879341655704,0.743646473974038,0.84698565040715,0.789631221967322,0.99722427294171,0.840128640518594,0.6845250724629
"mustangensis","mustangensis_T48","T48","Drought",0.3796939187,0.2759856047,0.3443204766,0.8015370083,195.1364696,152.9458924,0.372099180975,0.0124607686075107,0.2747854518,0.00785768732409006,0.3531153672,0.0104756994126519,0.780275741775,0.0321945374784978,201.4381582,7.29105788394128,158.20965005,5.45082835003045,0.743646473974038,0.84698565040715,0.789631221967322,0.99722427294171,0.840128640518594,0.6845250724629
"mustangensis","mustangensis_T48","T48","Drought",0.3500937823,0.2664883277,0.38341789,0.6950336294,184.5696706,145.8020478,0.372099180975,0.0124607686075107,0.2747854518,0.00785768732409006,0.3531153672,0.0104756994126519,0.780275741775,0.0321945374784978,201.4381582,7.29105788394128,158.20965005,5.45082835003045,0.743646473974038,0.84698565040715,0.789631221967322,0.99722427294171,0.840128640518594,0.6845250724629
"mustangensis","mustangensis_T48","T48","Drought",0.3546316735,0.2962985257,0.3490698008,0.8488231437,208.267796,163.9839465,0.372099180975,0.0124607686075107,0.2747854518,0.00785768732409006,0.3531153672,0.0104756994126519,0.780275741775,0.0321945374784978,201.4381582,7.29105788394128,158.20965005,5.45082835003045,0.743646473974038,0.84698565040715,0.789631221967322,0.99722427294171,0.840128640518594,0.6845250724629
"mustangensis","mustangensis_T48","T48","Drought",0.4039773494,0.2603693491,0.3356533014,0.7757091857,217.7786966,170.1067135,0.372099180975,0.0124607686075107,0.2747854518,0.00785768732409006,0.3531153672,0.0104756994126519,0.780275741775,0.0321945374784978,201.4381582,7.29105788394128,158.20965005,5.45082835003045,0.743646473974038,0.84698565040715,0.789631221967322,0.99722427294171,0.840128640518594,0.6845250724629
"riparia","riparia_NY1","NY1","Control",0.3210319499,0.3261489463,0.3528191038,0.9244084088,173.8915076,149.1736891,0.3309445882,0.0033273600777306,0.30246399485,0.0121646829932544,0.366591416925,0.0102953982910223,0.829718971675,0.055711740339676,170.726908525,4.70209838819892,144.205630525,3.38618397470203,0.170334957386748,0.499020588159633,0.834217922441192,0.902011990509483,0.992247417098234,0.647503368932201
"riparia","riparia_NY1","NY1","Control",0.3344360528,0.3196390436,0.3459249035,0.9240128143,157.2920247,134.8489134,0.3309445882,0.0033273600777306,0.30246399485,0.0121646829932544,0.366591416925,0.0102953982910223,0.829718971675,0.055711740339676,170.726908525,4.70209838819892,144.205630525,3.38618397470203,0.170334957386748,0.499020588159633,0.834217922441192,0.902011990509483,0.992247417098234,0.647503368932201
"riparia","riparia_NY1","NY1","Control",0.335101072,0.2755138293,0.3893850987,0.7075613069,179.183691,149.2048644,0.3309445882,0.0033273600777306,0.30246399485,0.0121646829932544,0.366591416925,0.0102953982910223,0.829718971675,0.055711740339676,170.726908525,4.70209838819892,144.205630525,3.38618397470203,0.170334957386748,0.499020588159633,0.834217922441192,0.902011990509483,0.992247417098234,0.647503368932201
"riparia","riparia_NY1","NY1","Control",0.3332092781,0.2885541602,0.3782365617,0.7628933567,172.5404108,143.5950552,0.3309445882,0.0033273600777306,0.30246399485,0.0121646829932544,0.366591416925,0.0102953982910223,0.829718971675,0.055711740339676,170.726908525,4.70209838819892,144.205630525,3.38618397470203,0.170334957386748,0.499020588159633,0.834217922441192,0.902011990509483,0.992247417098234,0.647503368932201
"riparia","riparia_NY1","NY1","Drought",0.3807263936,0.2940785889,0.3251950175,0.904314559,162.819969,134.5236563,0.35237942135,0.011959787525443,0.2872032188,0.0172020293867141,0.36041735985,0.0256291529859552,0.815920627675,0.0908006869485054,170.81570895,7.32640770882363,140.8426634,6.00664864732535,0.170334957386748,0.499020588159633,0.834217922441192,0.902011990509483,0.992247417098234,0.647503368932201
"riparia","riparia_NY1","NY1","Drought",0.3406590811,0.3155263228,0.3438145961,0.9177223026,156.9330839,128.4512315,0.35237942135,0.011959787525443,0.2872032188,0.0172020293867141,0.36041735985,0.0256291529859552,0.815920627675,0.0908006869485054,170.81570895,7.32640770882363,140.8426634,6.00664864732535,0.170334957386748,0.499020588159633,0.834217922441192,0.902011990509483,0.992247417098234,0.647503368932201
"riparia","riparia_NY1","NY1","Drought",0.3619168554,0.3018683782,0.3362147664,0.8978439032,173.1489506,144.5216061,0.35237942135,0.011959787525443,0.2872032188,0.0172020293867141,0.36041735985,0.0256291529859552,0.815920627675,0.0908006869485054,170.81570895,7.32640770882363,140.8426634,6.00664864732535,0.170334957386748,0.499020588159633,0.834217922441192,0.902011990509483,0.992247417098234,0.647503368932201
"riparia","riparia_NY1","NY1","Drought",0.3262153553,0.2373395853,0.4364450594,0.5438017459,190.3608323,155.8741597,0.35237942135,0.011959787525443,0.2872032188,0.0172020293867141,0.36041735985,0.0256291529859552,0.815920627675,0.0908006869485054,170.81570895,7.32640770882363,140.8426634,6.00664864732535,0.170334957386748,0.499020588159633,0.834217922441192,0.902011990509483,0.992247417098234,0.647503368932201
"hybrid","hybrid_TXNM0821","TXNM0821","Control",0.4309892874,0.3104432053,0.2585675073,1.200627289,234.9127687,191.798988,0.4606828695,0.0102189473590434,0.279385453175,0.0106676961681819,0.259931677325,0.00357108515486954,1.07593102175,0.047282517649775,236.194770925,3.20309797847581,196.022422,3.40939939259249,0.787174190658514,0.0068914838480873,0.0625874531087052,0.00381508844191241,0.835782902269353,0.77399608434608
"hybrid","hybrid_TXNM0821","TXNM0821","Control",0.4747362681,0.2629252668,0.2623384651,1.002236812,243.2502496,204.4793434,0.4606828695,0.0102189473590434,0.279385453175,0.0106676961681819,0.259931677325,0.00357108515486954,1.07593102175,0.047282517649775,236.194770925,3.20309797847581,196.022422,3.40939939259249,0.787174190658514,0.0068914838480873,0.0625874531087052,0.00381508844191241,0.835782902269353,0.77399608434608
"hybrid","hybrid_TXNM0821","TXNM0821","Control",0.473582731,0.2755167383,0.2509005307,1.098111421,228.0626435,189.3686127,0.4606828695,0.0102189473590434,0.279385453175,0.0106676961681819,0.259931677325,0.00357108515486954,1.07593102175,0.047282517649775,236.194770925,3.20309797847581,196.022422,3.40939939259249,0.787174190658514,0.0068914838480873,0.0625874531087052,0.00381508844191241,0.835782902269353,0.77399608434608
"hybrid","hybrid_TXNM0821","TXNM0821","Control",0.4634231915,0.2686566023,0.2679202062,1.002748565,238.5534219,198.4427439,0.4606828695,0.0102189473590434,0.279385453175,0.0106676961681819,0.259931677325,0.00357108515486954,1.07593102175,0.047282517649775,236.194770925,3.20309797847581,196.022422,3.40939939259249,0.787174190658514,0.0068914838480873,0.0625874531087052,0.00381508844191241,0.835782902269353,0.77399608434608
"hybrid","hybrid_TXNM0821","TXNM0821","Drought",0.4753302689,0.2419014501,0.282768281,0.8554759016,259.3768231,215.6094139,0.4656954082,0.0144123567266244,0.22398179615,0.00664674181259921,0.3103227956,0.0177052982645465,0.730981370975,0.0570978108720651,237.97428925,7.39250337550622,198.171584925,6.18541463494811,0.787174190658514,0.0068914838480873,0.0625874531087052,0.00381508844191241,0.835782902269353,0.77399608434608
"hybrid","hybrid_TXNM0821","TXNM0821","Drought",0.4685918271,0.2105535844,0.3208545885,0.6562274375,227.6918134,190.5965665,0.4656954082,0.0144123567266244,0.22398179615,0.00664674181259921,0.3103227956,0.0177052982645465,0.730981370975,0.0570978108720651,237.97428925,7.39250337550622,198.171584925,6.18541463494811,0.787174190658514,0.0068914838480873,0.0625874531087052,0.00381508844191241,0.835782902269353,0.77399608434608
"hybrid","hybrid_TXNM0821","TXNM0821","Drought",0.4254234745,0.2186838033,0.3558927221,0.614465511,228.5307268,188.2896266,0.4656954082,0.0144123567266244,0.22398179615,0.00664674181259921,0.3103227956,0.0177052982645465,0.730981370975,0.0570978108720651,237.97428925,7.39250337550622,198.171584925,6.18541463494811,0.787174190658514,0.0068914838480873,0.0625874531087052,0.00381508844191241,0.835782902269353,0.77399608434608
"hybrid","hybrid_TXNM0821","TXNM0821","Drought",0.4934360623,0.2247883468,0.2817755908,0.7977566338,236.2977937,198.1907327,0.4656954082,0.0144123567266244,0.22398179615,0.00664674181259921,0.3103227956,0.0177052982645465,0.730981370975,0.0570978108720651,237.97428925,7.39250337550622,198.171584925,6.18541463494811,0.787174190658514,0.0068914838480873,0.0625874531087052,0.00381508844191241,0.835782902269353,0.77399608434608
"rupestris","rupestris_Vru42","Vru42","Control",0.3245197485,0.3777062333,0.2977740183,1.268432469,181.8525064,147.3004251,0.312299235475,0.0185152059236775,0.356810718525,0.00727561906287587,0.33089004605,0.0222412348054507,1.094258201975,0.0820194080206206,180.5505959,4.0547257862508,147.536153275,3.55217890127173,0.489245842120917,0.510713562996056,0.981433356223089,0.747026000068318,0.105075642133515,0.087532037848575
"rupestris","rupestris_Vru42","Vru42","Control",0.3274831817,0.3556714339,0.3168453845,1.122539419,190.5786262,157.144243,0.312299235475,0.0185152059236775,0.356810718525,0.00727561906287587,0.33089004605,0.0222412348054507,1.094258201975,0.0820194080206206,180.5505959,4.0547257862508,147.536153275,3.55217890127173,0.489245842120917,0.510713562996056,0.981433356223089,0.747026000068318,0.105075642133515,0.087532037848575
"rupestris","rupestris_Vru42","Vru42","Control",0.257619214,0.3458980091,0.3964827769,0.8724162289,170.9581917,140.1000486,0.312299235475,0.0185152059236775,0.356810718525,0.00727561906287587,0.33089004605,0.0222412348054507,1.094258201975,0.0820194080206206,180.5505959,4.0547257862508,147.536153275,3.55217890127173,0.489245842120917,0.510713562996056,0.981433356223089,0.747026000068318,0.105075642133515,0.087532037848575
"rupestris","rupestris_Vru42","Vru42","Control",0.3395747977,0.3479671978,0.3124580045,1.113644691,178.8130593,145.5998964,0.312299235475,0.0185152059236775,0.356810718525,0.00727561906287587,0.33089004605,0.0222412348054507,1.094258201975,0.0820194080206206,180.5505959,4.0547257862508,147.536153275,3.55217890127173,0.489245842120917,0.510713562996056,0.981433356223089,0.747026000068318,0.105075642133515,0.087532037848575
"rupestris","rupestris_Vru42","Vru42","Drought",0.3144491174,0.3461976115,0.3393532712,1.020168777,187.3891425,155.9906046,0.32812134605,0.0100782904493527,0.341634332275,0.0196406722567598,0.330244321725,0.0142787765796445,1.048147133675,0.108534341930327,190.09203015,2.70311846071291,156.7174788,2.65212074075308,0.489245842120917,0.510713562996056,0.981433356223089,0.747026000068318,0.105075642133515,0.087532037848575
"rupestris","rupestris_Vru42","Vru42","Drought",0.3579266531,0.2938024822,0.3482708647,0.8436033902,195.0913702,160.5869308,0.32812134605,0.0100782904493527,0.341634332275,0.0196406722567598,0.330244321725,0.0142787765796445,1.048147133675,0.108534341930327,190.09203015,2.70311846071291,156.7174788,2.65212074075308,0.489245842120917,0.510713562996056,0.981433356223089,0.747026000068318,0.105075642133515,0.087532037848575
"rupestris","rupestris_Vru42","Vru42","Drought",0.3226470054,0.3895771531,0.2877758416,1.353752111,194.0792856,160.8015427,0.32812134605,0.0100782904493527,0.341634332275,0.0196406722567598,0.330244321725,0.0142787765796445,1.048147133675,0.108534341930327,190.09203015,2.70311846071291,156.7174788,2.65212074075308,0.489245842120917,0.510713562996056,0.981433356223089,0.747026000068318,0.105075642133515,0.087532037848575
"rupestris","rupestris_Vru42","Vru42","Drought",0.3174626083,0.3369600823,0.3455773094,0.9750642565,183.8083223,149.4908371,0.32812134605,0.0100782904493527,0.341634332275,0.0196406722567598,0.330244321725,0.0142787765796445,1.048147133675,0.108534341930327,190.09203015,2.70311846071291,156.7174788,2.65212074075308,0.489245842120917,0.510713562996056,0.981433356223089,0.747026000068318,0.105075642133515,0.087532037848575
"vulpina","vulpina_V60-96","V60-96","Control",0.3618184159,0.2427109973,0.3954705868,0.6137270518,130.7673395,104.2347884,0.336402913425,0.014589607128558,0.230191300325,0.00838462341176406,0.43340578625,0.0135101213955316,0.533142278175,0.0291161483565169,139.52083585,6.87412143851578,112.02122995,6.33228321470815,0.0321044121759268,0.130274511947533,0.00732767020665774,0.0222918780214744,0.0701425684686983,0.0463967029167307
"vulpina","vulpina_V60-96","V60-96","Control",0.3560041997,0.2104134988,0.4335823016,0.4852907926,159.0989279,129.8371348,0.336402913425,0.014589607128558,0.230191300325,0.00838462341176406,0.43340578625,0.0135101213955316,0.533142278175,0.0291161483565169,139.52083585,6.87412143851578,112.02122995,6.33228321470815,0.0321044121759268,0.130274511947533,0.00732767020665774,0.0222918780214744,0.0701425684686983,0.0463967029167307
"vulpina","vulpina_V60-96","V60-96","Control",0.3298767875,0.22221478,0.4479084324,0.4961165362,139.0345518,112.1467086,0.336402913425,0.014589607128558,0.230191300325,0.00838462341176406,0.43340578625,0.0135101213955316,0.533142278175,0.0291161483565169,139.52083585,6.87412143851578,112.02122995,6.33228321470815,0.0321044121759268,0.130274511947533,0.00732767020665774,0.0222918780214744,0.0701425684686983,0.0463967029167307
"vulpina","vulpina_V60-96","V60-96","Control",0.2979122506,0.2454259252,0.4566618242,0.5374347321,129.1825242,101.866288,0.336402913425,0.014589607128558,0.230191300325,0.00838462341176406,0.43340578625,0.0135101213955316,0.533142278175,0.0291161483565169,139.52083585,6.87412143851578,112.02122995,6.33228321470815,0.0321044121759268,0.130274511947533,0.00732767020665774,0.0222918780214744,0.0701425684686983,0.0463967029167307
"vulpina","vulpina_V60-96","V60-96","Drought",0.2630929083,0.2104830554,0.5264240363,0.3998355714,143.6852234,118.6789236,0.285802513675,0.0092791481207667,0.2114073831,0.00651273306871109,0.502790103225,0.00994423891636446,0.421287820275,0.0182311255255664,160.963150325,6.91200017679249,134.62055305,6.43977691264955,0.0321044121759268,0.130274511947533,0.00732767020665774,0.0222918780214744,0.0701425684686983,0.0463967029167307
"vulpina","vulpina_V60-96","V60-96","Drought",0.2818296598,0.2289965025,0.4891738377,0.4681290879,157.0397634,131.6682201,0.285802513675,0.0092791481207667,0.2114073831,0.00651273306871109,0.502790103225,0.00994423891636446,0.421287820275,0.0182311255255664,160.963150325,6.91200017679249,134.62055305,6.43977691264955,0.0321044121759268,0.130274511947533,0.00732767020665774,0.0222918780214744,0.0701425684686983,0.0463967029167307
"vulpina","vulpina_V60-96","V60-96","Drought",0.2906072183,0.1976023663,0.5117904154,0.3861001699,175.7256205,149.373474,0.285802513675,0.0092791481207667,0.2114073831,0.00651273306871109,0.502790103225,0.00994423891636446,0.421287820275,0.0182311255255664,160.963150325,6.91200017679249,134.62055305,6.43977691264955,0.0321044121759268,0.130274511947533,0.00732767020665774,0.0222918780214744,0.0701425684686983,0.0463967029167307
"vulpina","vulpina_V60-96","V60-96","Drought",0.3076802683,0.2085476082,0.4837721235,0.4310864519,167.401994,138.7615945,0.285802513675,0.0092791481207667,0.2114073831,0.00651273306871109,0.502790103225,0.00994423891636446,0.421287820275,0.0182311255255664,160.963150325,6.91200017679249,134.62055305,6.43977691264955,0.0321044121759268,0.130274511947533,0.00732767020665774,0.0222918780214744,0.0701425684686983,0.0463967029167307
